model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.015874894388779027,0.027937422687907873,3.593976731288089,2.285977175588339,-0.006264527857192673,0.08319299283362391,0.055306493399885026,0.027886499433738887,0.46842049679542547,0.1320667034724539,40.55354891929149,0.5407139855905532,0.31648063318502845,1.0,0.8417596834074857,0,0,0.23633313179016113,,
MarketCap,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.015103991002234822,0.023228855749948,3.318508544528064,2.0964657072378574,-0.005953105468109428,0.07673753596039101,0.055306493399885026,0.021431042560505986,0.4787047923092198,0.12200663138761306,41.40946709277599,0.5521262279036798,0.21670257600130044,1.0,0.8916487119993498,0,0,0.19398140907287598,,
Contribution,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.03323121037669874,0.04670540373414816,0.32236125002420435,1.5414320833255857,-0.02070139338307305,0.05945030263564388,0.055306493399885026,0.004143809235758855,0.7170331495300012,0.3505455339484297,15.78473538913822,0.21046313852184292,0.5952300792868749,0.8133333333333334,0.7023849603565626,14,14,0.21502041816711426,,
LASSO,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.010566605054942372,0.029515315367494185,3.256967603060193,2.216648397353856,-0.006922325103717628,0.08192022904986085,0.055306493399885026,0.026613735649975823,0.5620077968808013,0.1291273671387422,43.45255145920312,0.5793673527893749,0.871807113282767,0.48,0.5640964433586164,39,39,1.9236950874328613,,
MIQP_Gurobi,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.012149486173374907,0.030074194956138386,3.813923386795481,2.4187973376624776,-0.009412236341010606,0.08720209923142797,0.055306493399885026,0.03189560583154294,0.5280091984481522,0.11995572722043449,45.57829778859201,0.6077106371812268,0.7560370972535594,0.68,0.6219814513732203,24,24,1.3465816974639893,0.0023988399657175457,True
Layered,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.01434269908005509,0.026686155371554617,3.656096378900709,2.241171602936094,-0.008038508586016093,0.08235075970443884,0.055306493399885026,0.02704426630455381,0.5618436577072694,0.05627945827184795,39.76957726830208,0.5302610302440277,0.9339503427331068,0.49333333333333335,0.5330248286334466,38,38,4.936861515045166,0.004293040285573771,True
Stratified,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.013394657799516037,0.025379070254331906,4.644910648754967,2.4002908836109733,-0.003162860234633729,0.08798625923568637,0.055306493399885026,0.032679765835801344,0.4651885142474299,0.12087847914560815,45.789224402923566,0.4578922440292357,0.26296123852210596,1.0,0.8685193807389471,0,0,0.2569549083709717,,
MarketCap,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.01318904764600696,0.022942870774111015,3.852499542599453,2.1624766656231813,-0.004404016948556126,0.07979654197586195,0.055306493399885026,0.02449004857597692,0.4561973187486169,0.11180593050178471,49.35911278016911,0.4935911278016911,0.3135338749839301,1.0,0.843233062508035,0,0,0.2429053783416748,,
Contribution,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.031341350884932936,0.04562055090384094,0.707833367856625,1.6874803632448185,-0.020186928937603123,0.0642297811881174,0.055306493399885026,0.00892328778823237,0.7042959656475898,0.3223235987904711,19.109672026332653,0.19109672026332652,0.5583103131444398,0.88,0.7208448434277801,12,12,0.26488351821899414,,
LASSO,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.009575248667613294,0.02639470441719691,3.0373843831990053,2.1009220457905213,-0.006620145185214841,0.07753375419732644,0.055306493399885026,0.022227260797441417,0.5255973549612915,0.12853306672702403,48.639579857401614,0.48639579857401616,0.7988625120194374,0.52,0.6005687439902814,48,48,2.047691583633423,,
MIQP_Gurobi,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.010592507037783269,0.02852924482510506,3.4288537815338715,2.3055491166285598,-0.008236440004782134,0.08257515871734333,0.055306493399885026,0.027268665317458307,0.518513170100102,0.1258522646398887,48.9095398262642,0.48909539826264203,0.9346705413586072,0.49,0.5326647293206964,51,51,1.4571959972381592,0.0007868660427855705,True
Layered,100,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.014749717883181305,0.02282509868953923,3.0957781197392116,2.0302033119642333,-0.0063518274532825495,0.07492165490943825,0.055306493399885026,0.019615161509553225,0.5336091484720991,0.05230034210552982,43.28650089582937,0.4328650089582937,0.769060489308785,0.62,0.6154697553456074,38,38,2.8897464275360107,0.004766668769716914,True
Stratified,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.01213589527324935,0.023499892108323095,4.39103366085025,2.287680390689317,-0.003935883826996989,0.08391515728113252,0.055306493399885026,0.028608663881247498,0.4411623175475361,0.11569670724741518,52.188381349929436,0.4175070507994355,0.3046529233595856,1.0,0.8476735383202072,0,0,0.33777832984924316,,
MarketCap,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.01203158657419333,0.022106008230457237,4.008758027952117,2.1772021863317916,-0.0047295045714899776,0.07989364132043963,0.055306493399885026,0.02458714792055461,0.4386179488345856,0.11738186896471386,54.78797426405989,0.4383037941124791,0.3198709089773641,1.0,0.8400645455113179,0,0,0.3602454662322998,,
Contribution,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.028730915914675234,0.039898637624122886,0.925290300934771,1.7578021918131348,-0.01711457675290609,0.06562372538123395,0.055306493399885026,0.010317231981348929,0.695688969319854,0.29382756166939905,22.246566934348966,0.17797253547479172,0.5108840778098277,0.896,0.7445579610950861,13,13,0.36165547370910645,,
LASSO,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.009158333713097815,0.027162129508497744,2.868984526910314,2.1365388063200634,-0.006050219188866881,0.07705700984388986,0.055306493399885026,0.02175051644400483,0.5067511907521242,0.11658249798162071,50.825705791682395,0.40660564633345914,0.790773166093216,0.544,0.604613416953392,57,57,2.405407428741455,,
MIQP_Gurobi,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.013173216456059499,0.02910850293917977,3.1183233803212658,2.2530002427542155,-0.00879129231167173,0.0806343034779029,0.055306493399885026,0.025327810078017876,0.5321484706414713,0.12621794626691235,45.73164185109274,0.36585313480874193,0.8014436105525511,0.704,0.5992781947237245,37,37,1.2435054779052734,0.0038721493173114662,True
Layered,125,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.013143828735296579,0.026817767228571293,3.294088971171342,2.2189330376411243,-0.0064544817430438155,0.07992832709865705,0.055306493399885026,0.024621833698772022,0.52198224310954,0.049999923855979594,46.6024584139433,0.3728196673115464,0.8140054488202824,0.64,0.5929972755898588,45,45,2.1795740127563477,0.0032426767440699865,True
Stratified,150,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,504,0.010978509911255431,0.024409884851419046,4.866724513047092,2.396906974900078,-0.004516219548523798,0.0882151194168801,0.055306493399885026,0.03290862601699507,0.4288079844384127,0.11538780672864772,54.31433544274396,0.3620955696182931,0.3551988951356248,1.0,0.8224005524321876,0,0,0.47190237045288086,,
