model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.014432305414947545,0.020473714009120177,5.318579915761486,-0.6376799994131116,-0.0038003574418412588,-0.01865982740445482,-0.042236488614783685,0.023576661210328864,0.44041438788477216,0.10305918835456634,36.02685560530771,0.48035807473743614,0.31286447515301663,1.0,0.8435677624234916,0,0,0.2214794158935547,,
MarketCap,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.013771209468120176,0.018761500650546107,4.169294865989945,-0.8851441365910117,-0.003872108818127242,-0.025346212476361374,-0.042236488614783685,0.01689027613842231,0.44233243626626106,0.08627463492347943,36.51318058892411,0.4868424078523214,0.2725558867771348,1.0,0.8637220566114325,0,0,0.2013239860534668,,
Contribution,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.04238960581729305,0.07328024348462578,-1.1749849076219891,-1.653860444708563,-0.04179842295914081,-0.06161002743180666,-0.042236488614783685,-0.019373538817022973,0.7307245577785246,0.44521763260319075,16.04651090764405,0.2139534787685873,0.9285750755980496,0.8933333333333333,0.5357124622009752,8,8,0.2287907600402832,,
LASSO,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.009708456033454887,0.023551553541174882,5.275000478669152,-0.5054373476027025,-0.0028464253483567927,-0.015344824127168977,-0.042236488614783685,0.026891664487614708,0.507011847624618,0.12504971185047034,39.122323748388055,0.5216309833118408,0.8177968818011163,0.5333333333333333,0.5911015590994418,35,35,1.8955979347229004,,
MIQP_Gurobi,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.011513438083415574,0.018662167076067573,3.585002437779221,-0.9762087423098242,-0.00398211068126442,-0.027801327884556026,-0.042236488614783685,0.014435160730227659,0.47119941109159863,0.10559251655363787,40.149422515313816,0.5353256335375175,0.735737524368446,0.6666666666666666,0.6321312378157771,25,25,1.4717705249786377,0.0018686990662950302,True
Layered,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.012897722727174135,0.023494378120473034,5.175437848402501,-0.5271318733123839,-0.0046829508789837625,-0.015922719924742146,-0.042236488614783685,0.02631376869004154,0.5057392188917,0.056758272436925265,36.13750796350827,0.4818334395134436,0.8222093517207989,0.5733333333333334,0.5888953241396006,32,32,5.306236743927002,0.003822334037296484,True
Stratified,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.01212045610630929,0.018191054811807956,4.986374503671173,-0.7947553246149408,-0.003627394696600933,-0.022589750493646754,-0.042236488614783685,0.01964673812113693,0.41832556537207777,0.09382898665460064,40.329064338784455,0.40329064338784454,0.293860069071247,1.0,0.8530699654643765,0,0,0.2636685371398926,,
MarketCap,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.012156758615963562,0.017550144922860406,2.949440002460732,-1.1130735433078076,-0.005702600396538584,-0.031031306251844137,-0.042236488614783685,0.011205182362939548,0.4137825532524142,0.09895503184191654,41.16647055439205,0.4116647055439205,0.3159491150059149,1.0,0.8420254424970426,0,0,0.27070045471191406,,
Contribution,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.03413373300552312,0.06837505671785288,-1.4238176963670734,-1.8299744021410471,-0.04331449469875779,-0.06363355294590212,-0.042236488614783685,-0.02139706433111843,0.6571718172145029,0.3256859390662435,19.563120288536936,0.19563120288536937,0.7113423704011539,0.88,0.644328814799423,12,12,0.3130373954772949,,
LASSO,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.008950345878579711,0.02163960984166126,4.712964123272457,-0.687334720758394,-0.0028037384164334017,-0.020199585193308,-0.042236488614783685,0.022036903421475684,0.4861282804783098,0.11458700846530794,41.388410479321216,0.41388410479321214,0.8240259136947542,0.49,0.5879870431526228,51,51,2.1594178676605225,,
MIQP_Gurobi,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.009751414077384274,0.017228031151508966,4.6737364540275115,-0.8532593697267064,-0.0032714961039321776,-0.024898627064672718,-0.042236488614783685,0.017337861550110967,0.45151970117428963,0.10492343415000027,43.22636414207321,0.4322636414207321,0.8814468254649455,0.53,0.5592765872675273,47,47,1.3818717002868652,0.0004476110802038465,True
Layered,100,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.013256272463743267,0.02309560629185335,1.981943139053012,-1.1700135567558732,-0.004690936789629846,-0.032302571166283434,-0.042236488614783685,0.009933917448500251,0.48174899702045343,0.04901680768940501,38.78736406619547,0.38787364066195473,0.8619553472599857,0.65,0.5690223263700072,35,35,2.6803035736083984,0.004329182221802948,True
Stratified,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.011167822936229211,0.018721843555349546,4.361291566903002,-0.8767686151721908,-0.0033291426255374033,-0.024531571520075568,-0.042236488614783685,0.017704917094708117,0.3896205390681629,0.10395147478512291,43.08115951888433,0.3446492761510746,0.3320571390101978,1.0,0.8339714304949011,0,0,0.33327674865722656,,
MarketCap,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.010848845387461076,0.016570875563951395,5.1396733117965905,-0.8280231583549648,-0.003486927010872283,-0.02384075968914745,-0.042236488614783685,0.018395728925636234,0.39413237755771,0.09595263539124085,44.18612580292899,0.35348900642343195,0.31492560477913206,1.0,0.842537197610434,0,0,0.34006428718566895,,
Contribution,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.03014622103630794,0.05960595203170875,-2.867325845924576,-2.414853537323164,-0.050604071183871474,-0.07861272729825564,-0.042236488614783685,-0.03637623868347195,0.6219097601328267,0.2925094524316251,23.753466531508952,0.19002773225207162,0.3330301185550275,0.968,0.8334849407224862,4,4,0.3540184497833252,,
LASSO,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.008734481198083684,0.021728582676065308,4.257696843509439,-0.7599720340321974,-0.003744978326643394,-0.02228036582582904,-0.042236488614783685,0.019956122788954644,0.46599423952433994,0.11375101824380099,43.38801396846771,0.3471041117477417,0.7878006381705192,0.576,0.6060996809147404,53,53,2.5762507915496826,,
MIQP_Gurobi,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.011890057496537296,0.024223358021431992,1.4634668697318005,-1.2515082494783827,-0.0037712043509522362,-0.034531947433043664,-0.042236488614783685,0.007704541181740021,0.4678173658406294,0.10017034276970509,41.3782518823106,0.3310260150584848,0.8986716432645048,0.68,0.5506641783677476,40,40,1.5349698066711426,0.0033651979074563083,True
Layered,125,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.011640893543314322,0.022590478908389017,2.5616821527718545,-1.0679350622964745,-0.0036320406212305614,-0.029699754389319266,-0.042236488614783685,0.012536734225464419,0.4536614597641738,0.053612304713006875,45.437302043267465,0.3634984163461397,0.6712676926840112,0.712,0.6643661536579943,36,36,2.1228556632995605,0.002554625873522755,True
Stratified,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.010616781977269322,0.017461482214237652,4.3223382207701855,-0.9229356838287327,-0.0026836655463216685,-0.02588857295717717,-0.042236488614783685,0.016347915657606515,0.38339095992212635,0.09686216467951123,44.5614558332024,0.29707637222134936,0.37915723076729924,1.0,0.8104213846163504,0,0,0.423907995223999,,
MarketCap,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.010266604228029493,0.015709559551303338,5.006107290629727,-0.8756005036750083,-0.0035719563725111914,-0.02527720175863024,-0.042236488614783685,0.016959286856153444,0.3743875388313075,0.09674808640053742,45.271754444882696,0.30181169629921795,0.33481234979513014,1.0,0.832593825102435,0,0,0.3956592082977295,,
Contribution,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.02641852013020866,0.04327588866813181,-0.6911772305880185,-1.5564757532246436,-0.01983071289063397,-0.04897231499110977,-0.042236488614783685,-0.006735826376326082,0.5942086204286111,0.2569699619839829,25.531285222538656,0.1702085681502577,0.45252288070916613,0.96,0.7737385596454169,6,6,0.42452049255371094,,
LASSO,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.008881966453255667,0.021474503446560964,3.4415714189921154,-0.9129456162573807,-0.0036345471020236214,-0.02630917268405697,-0.042236488614783685,0.015927315930726715,0.463191425096062,0.11875361143288449,41.977916860432344,0.279852779069549,0.8419254401446777,0.5066666666666667,0.5790372799276611,74,74,2.686663866043091,,
MIQP_Gurobi,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.009828812424757768,0.021420885698785842,3.999080684431077,-0.8244118013866079,-0.004683887187669503,-0.023731963288768254,-0.042236488614783685,0.01850452532601543,0.4416583616451747,0.10699678463153077,42.87916459119705,0.28586109727464704,0.8023315664239341,0.68,0.598834216788033,48,48,1.548027515411377,0.0012800240082466616,True
Layered,150,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.012239353380745862,0.023712257657935082,4.557578525386815,-0.6351783060648887,-0.005019058659920032,-0.018886160861515955,-0.042236488614783685,0.02335032775326773,0.45762655644470773,0.05143562110546995,43.28523857973735,0.288568257198249,0.7512555371809305,0.64,0.6243722314095348,54,54,1.9515259265899658,0.0028864825041200787,True
Stratified,175,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.009879271113440346,0.016443216273622954,5.3364111966357735,-0.7984318006619078,-0.0019952394172331415,-0.0233152232816084,-0.042236488614783685,0.018921265333175286,0.37842400709827817,0.09946002850056072,46.36542595445442,0.264945291168311,0.3687830637210412,1.0,0.8156084681394794,0,0,0.41620755195617676,,
MarketCap,175,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.009667154665434633,0.01578802043846069,5.809126032496239,-0.7728737836054678,-0.0025019476300703544,-0.02242550799681442,-0.042236488614783685,0.019810980617969265,0.37739697020615437,0.09552998118453071,45.931539982954504,0.26246594275974,0.3913257220071894,1.0,0.8043371389964054,0,0,0.5387163162231445,,
Contribution,175,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.024300277515146025,0.03619623221191398,1.1729323358237984,-1.0746735775925413,-0.009286569372034238,-0.033393412414396195,-0.042236488614783685,0.00884307620038749,0.5767767717132214,0.24435445025203253,27.761701526970306,0.15863829443983032,0.6716899046350948,0.9428571428571428,0.6641550476824526,10,10,0.486863374710083,,
LASSO,175,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.00893965761212437,0.02100415316905862,4.52485840371816,-0.7434947212114593,-0.002726626581029741,-0.021713154500428877,-0.042236488614783685,0.020523334114354808,0.44996503530571275,0.11465859882303803,42.053840466235286,0.2403076598070588,0.8028591449544753,0.5028571428571429,0.5985704275227623,87,87,2.9715657234191895,,
MIQP_Gurobi,175,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,504,0.008395712023104115,0.017545089046603343,4.006694415133882,-0.9340255954176939,-0.002892545335865953,-0.02711817599799493,-0.042236488614783685,0.015118312616788754,0.3970638488675855,0.10868744660567196,47.29854158960699,0.2702773805120399,0.5506729599791171,0.7771428571428571,0.7246635200104414,39,39,1.6801269054412842,2.128665499002499e-06,True
