model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.015637608032762533,0.016331000102316664,1.2597583118443039,1.5944771362611974,-0.00946099693208347,0.11164752117724364,0.1056870884530492,0.005960432724194442,0.45629187511337577,0.10172294284408034,35.940652069214806,0.47920869425619744,0.26716308134435673,1.0,0.8664184593278217,0,0,0.20691490173339844,,
MarketCap,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.014026003026412043,0.015748901195127812,1.2260768534901403,1.5656001334587593,-0.004241857075583217,0.11092434563830467,0.1056870884530492,0.005237257185255473,0.45653618081673986,0.0916686904159003,37.11962266817904,0.4949283022423872,0.27671011339309853,1.0,0.8616449433034508,0,0,0.20296335220336914,,
Contribution,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.03634179307777383,0.05471198844028361,1.6573368300064948,1.6044545063310975,-0.019170573837433112,0.12731350886712178,0.1056870884530492,0.02162642041407259,0.676615368327594,0.34101255636350003,19.151220830848562,0.2553496110779808,0.9427842706099943,0.8266666666666667,0.5286078646950029,13,13,0.19413495063781738,,
LASSO,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.009942056058316662,0.01684050826295739,0.7675860650732844,1.5540751166437672,-0.005095310621912945,0.10931909163143749,0.1056870884530492,0.003632003178388299,0.5275780328284105,0.10805097827962634,39.43144097661596,0.5257525463548794,0.7363373637549975,0.6133333333333333,0.6318313181225013,29,29,2.0277347564697266,,
MIQP_Gurobi,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.011140541086986706,0.017669939866460163,0.9986343158913843,1.5825528503729442,-0.00712541843872234,0.110793933095227,0.1056870884530492,0.00510684464217781,0.504108311025038,0.14545040989919825,40.50218159939115,0.540029087991882,0.45052071516409564,0.8,0.7747396424179522,15,15,1.3469047546386719,0.0030360246341587915,True
Layered,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.012640001697414364,0.019698748949559013,3.0630259408009963,1.7234765748606269,-0.004114426727787338,0.1224731676340971,0.1056870884530492,0.016786079181047908,0.5143865546327953,0.04869741249347177,39.42177875123844,0.5256237166831792,0.74620056990976,0.64,0.62689971504512,27,27,7.0064191818237305,0.0047978014553630675,True
Stratified,100,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.013274283141402445,0.014121912870289802,0.1975463603917629,1.5155500567104596,-0.006771597519514337,0.10649445197237117,0.1056870884530492,0.0008073635193219797,0.4266864618832001,0.11005078875271393,40.80833746821162,0.4080833746821162,0.3173335931970666,1.0,0.8413332034014667,0,0,0.29931187629699707,,
MarketCap,100,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.012542849783837295,0.01475219016855119,0.5089997707951415,1.5253741634158764,-0.005056993943952096,0.10768043312453335,0.1056870884530492,0.001993344671484154,0.43004794361986376,0.10192336699618522,42.692910631005816,0.42692910631005815,0.3023324257105622,1.0,0.8488337871447189,0,0,0.298952579498291,,
Contribution,100,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.0300446720507395,0.03382752316494691,2.206680559039062,1.6878283004972985,-0.016062293130493815,0.1252218645883949,0.1056870884530492,0.01953477613534571,0.6514805574041878,0.24639450446087763,24.893136302884688,0.24893136302884689,0.8384123099006748,0.82,0.5807938450496626,18,18,0.22871184349060059,,
LASSO,100,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,504,0.00887233840417068,0.01699906746195327,1.2347728413354213,1.5842456673312906,-0.005375910680266447,0.11156911274539816,0.1056870884530492,0.005882024292348964,0.5054038588956642,0.11173044619565194,44.41992910023656,0.4441992910023656,0.6946501471349615,0.59,0.6526749264325192,41,41,2.152707815170288,,
