model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.016127035897549036,0.027671615612737944,5.201091727292791,-0.2660246866093672,-0.004142766261990576,-0.012138116705928015,-0.04586820159231886,0.03373008488639084,0.4703561841660241,0.11371080718854887,39.232010138662,0.5230934685154933,0.2318493966190027,1.0,0.8840753016904986,0,0,0.2698221206665039,,
MarketCap,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.014261624092858624,0.028032969430463624,4.223600471267493,-0.4277134695935656,-0.007908845980670947,-0.018225962353477843,-0.04586820159231886,0.027642239238841015,0.4684708892911801,0.09924107547023096,39.57323205391457,0.5276430940521943,0.23171984999591053,1.0,0.8841400750020447,0,0,0.19506525993347168,,
Contribution,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.03108197393179557,0.04619960566629741,1.6341451627357508,-0.6820040738760992,-0.010950673641191152,-0.028417224762907645,-0.04586820159231886,0.017450976829411213,0.6996794858432371,0.2623210220322688,16.994078317774118,0.2265877109036549,0.7404289349188514,0.8133333333333334,0.6297855325405743,14,14,0.2151641845703125,,
LASSO,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.009872839386078743,0.03199365755815762,3.650618620641848,-0.44937255722380287,-0.006148685086537686,-0.018463300532711058,-0.04586820159231886,0.0274049010596078,0.5535188664962629,0.09701577091988425,42.689733136396974,0.5691964418186263,0.6725786559383375,0.6133333333333333,0.6637106720308312,29,29,2.0834052562713623,,
MIQP_Gurobi,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.011677472331713462,0.022912751659165967,7.122685892075115,-0.13357847344466808,-0.004630408917939246,-0.00775917401295545,-0.04586820159231886,0.03810902757936341,0.5347309514485667,0.11792314473470072,41.7089158086113,0.5561188774481507,0.5404187413943372,0.7066666666666667,0.7297906293028313,22,22,1.2290403842926025,0.0023517059744185614,True
Layered,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.013325676319056972,0.023160594106993424,5.7024676689557925,-0.33053417360347265,-0.004068289702314622,-0.01515713487756698,-0.04586820159231886,0.030711066714751878,0.5421532146960869,0.03862485171314914,42.593901259462946,0.5679186834595059,0.8603164787461197,0.5066666666666667,0.5698417606269401,37,37,6.151787042617798,0.004562015133882063,True
Stratified,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.013559454112889715,0.026663471280018794,4.64400843643259,-0.39654089111588714,-0.00445035685805196,-0.016899001914093992,-0.04586820159231886,0.028969199678224866,0.451474914346481,0.12404791891770248,43.5334511876379,0.435334511876379,0.2660830376669797,1.0,0.8669584811665101,0,0,0.29183149337768555,,
MarketCap,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.012910867671490696,0.02665230455667551,4.936424790303667,-0.3466763960025374,-0.007483481055423406,-0.015064283293300562,-0.04586820159231886,0.030803918299018296,0.45252426516239025,0.10639509291859431,44.878713967256544,0.44878713967256545,0.25826964354968196,1.0,0.8708651782251591,0,0,0.2631876468658447,,
Contribution,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.028993764972249557,0.04542999199330437,2.348834602412544,-0.4986241601138855,-0.00931091217264426,-0.021015152574738183,-0.04586820159231886,0.024853049017580675,0.6800085252932342,0.253959405299931,19.215248764258057,0.19215248764258056,0.5356094248989318,0.88,0.7321952875505341,12,12,0.32688450813293457,,
LASSO,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.009075399846703578,0.027987303701806073,4.072884567169741,-0.4677008306131514,-0.005135319028870943,-0.01912565147626455,-0.04586820159231886,0.02674255011605431,0.5233934982742288,0.08024011939798532,46.91131419347335,0.4691131419347335,0.72378022527927,0.58,0.638109887360365,42,42,2.2154781818389893,,
MIQP_Gurobi,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.012783983511232623,0.02287426170285537,4.599555420250263,-0.5100125261333068,-0.007216989597091756,-0.021344892738289878,-0.04586820159231886,0.02452330885402898,0.5185000452906623,0.11717790853155569,42.00669210198228,0.4200669210198228,0.7869167816693527,0.6,0.6065416091653236,40,40,2.0622000694274902,0.004988774317361546,True
Layered,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.012957874959364606,0.02880508006991299,4.84158949812527,-0.2949085552924767,-0.004956035542864701,-0.013199211680055223,-0.04586820159231886,0.032668989912263635,0.4976559142342284,0.04428686925055941,43.935164026982164,0.43935164026982165,0.641425567369468,0.67,0.679287216315266,33,33,5.006974697113037,0.004823589423547643,True
Stratified,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.01190149414041206,0.025493469198622547,5.435645048579393,-0.30014110953551243,-0.005663684359909476,-0.013421685447345122,-0.04586820159231886,0.032446516144973736,0.44289852795995893,0.11239343819415762,47.70426145011623,0.3816340916009298,0.26016676608462525,1.0,0.8699166169576874,0,0,0.3819236755371094,,
MarketCap,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.011847918115759876,0.025790128249127475,5.558965100149257,-0.2680128304357284,-0.006293658402478364,-0.012302790781642092,-0.04586820159231886,0.033565410810676766,0.44211217102617273,0.1164613371259991,48.20006157905294,0.3856004926324235,0.2794964710865405,1.0,0.8602517644567298,0,0,0.3401021957397461,,
Contribution,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.02600803727853789,0.038807229088651654,2.9924380667941066,-0.4323329619136693,-0.007112273967708294,-0.018886703401878924,-0.04586820159231886,0.026981498190439934,0.6618577275226263,0.2555422524649619,22.102991317178052,0.17682393053742443,0.5830492362540807,0.848,0.7084753818729597,19,19,0.2985069751739502,,
LASSO,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.00891336727441712,0.028986816703765024,4.22763331998861,-0.4133252885313169,-0.0050802349201072875,-0.01708837322689738,-0.04586820159231886,0.028779828365421478,0.5094642356949594,0.0769334499488775,48.03773033076468,0.38430184264611744,0.5625518561539609,0.664,0.7187240719230196,42,42,2.4369475841522217,,
MIQP_Gurobi,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.011109143718314195,0.02706627345285058,3.4773535032543625,-0.6037995081038589,-0.007979348086628032,-0.023729523652655904,-0.04586820159231886,0.022138677939662954,0.5051153472995619,0.10352858772021868,46.030454985711714,0.3682436398856937,0.7855899307889456,0.672,0.6072050346055272,41,41,1.208552598953247,0.0029742302796587454,True
Layered,125,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.012756896079866728,0.030598341208017653,3.095125112662533,-0.5973111500453,-0.009715279709013475,-0.023614993930423878,-0.04586820159231886,0.02225320766189498,0.5002820185421253,0.040649076722478264,47.19825070432242,0.37758600563457934,0.7330965535219816,0.72,0.6334517232390092,35,35,2.0900120735168457,0.004206400977614959,True
Stratified,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.011223343958783787,0.024819028303164525,5.129826339351893,-0.3746764403044658,-0.005938425062705697,-0.016062860052077133,-0.04586820159231886,0.029805341540241725,0.430537587021303,0.10011763707738788,49.02347267127093,0.3268231511418062,0.27505918386616607,1.0,0.862470408066917,0,0,0.4237041473388672,,
MarketCap,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.01110397857524795,0.024134317727660105,5.004938447197308,-0.41766051773025714,-0.006189051329500941,-0.017594019434290953,-0.04586820159231886,0.028274182158027905,0.42767211883542466,0.11239760925349462,50.18695600053037,0.3345797066702025,0.27051906638834,1.0,0.86474046680583,0,0,0.5138266086578369,,
Contribution,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.02427150221523339,0.03554807073246894,2.471908976011834,-0.6098158352511162,-0.008500101767882823,-0.025495252735346696,-0.04586820159231886,0.020372948856972162,0.6459646281089146,0.2581729384356183,23.98635560023955,0.1599090373349303,0.7056041243515365,0.8333333333333334,0.6471979378242317,25,25,0.4285707473754883,,
LASSO,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.008662461187928221,0.028603767175986408,4.07091891581001,-0.4541768741178932,-0.0065466253430628415,-0.01851859476854767,-0.04586820159231886,0.02734960682377119,0.493214640329394,0.08251033506609302,49.41468192452028,0.3294312128301352,0.5446308809202893,0.6733333333333333,0.7276845595398553,49,49,2.749701499938965,,
MIQP_Gurobi,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.011495243815999891,0.027695464206687274,2.8691194342242814,-0.7037618114077964,-0.010310954780331718,-0.027121861237141442,-0.04586820159231886,0.018746340355177415,0.5041552779652063,0.09178772761407716,47.61338019163696,0.3174225346109131,0.7269915692393925,0.6933333333333334,0.6365042153803038,46,46,1.3182828426361084,0.004113790836324017,True
Layered,150,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.010887118197742567,0.02622356096216308,4.248331146499037,-0.48287824506198973,-0.005753001261479438,-0.019751860286029155,-0.04586820159231886,0.026116341306289703,0.48093594151425667,0.042319860320181944,51.08224794535222,0.3405483196356815,0.6569972934474995,0.7466666666666667,0.6715013532762503,38,38,2.083325147628784,0.0013624312699061247,True
Stratified,175,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.010679944019144655,0.02517351354401458,4.9363164985559855,-0.39604499784307134,-0.005171374518327547,-0.01676214617209204,-0.04586820159231886,0.029106055420226817,0.4306472944636511,0.094197905369401,49.58898023303402,0.283365601331623,0.3268311156212922,1.0,0.8365844421893539,0,0,0.5832614898681641,,
MarketCap,175,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.010467970185788267,0.025099750946506048,4.739196353054111,-0.4341007107425612,-0.006060876620304339,-0.01797142294758347,-0.04586820159231886,0.027896778644735387,0.4186321334061086,0.09762509627174379,50.95137338154391,0.29115070503739376,0.30481102399159143,1.0,0.8475944880042043,0,0,0.4404268264770508,,
Contribution,175,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.022148508958918914,0.031075429925501493,2.513824502032767,-0.6727775644409457,-0.005967608717226545,-0.02774944443252425,-0.04586820159231886,0.018118757159794607,0.6290882378865449,0.258627115825576,28.351548645064767,0.1620088494003701,0.49369788212788934,0.8685714285714285,0.7531510589360553,23,23,0.4728372097015381,,
LASSO,175,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,504,0.008846460525761926,0.028608744894441544,3.6888231263554276,-0.5261121746133682,-0.007264765643527131,-0.021081174302477024,-0.04586820159231886,0.024787027289841834,0.48542982722007166,0.08126968914774171,50.03010128060066,0.2858862930320038,0.5581979376164575,0.6228571428571429,0.7209010311917712,66,66,3.4302191734313965,,
