model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.01499966267105252,0.029315111073170193,1.235251516886113,2.0292224693903496,-0.011185347778885342,0.04888090909292253,0.039230328961985084,0.009650580130937447,0.46890730591137825,0.14372773241071082,40.98017313151673,0.5464023084202231,0.22673997641238908,1.0,0.8866300117938055,0,0,0.20791363716125488,,
MarketCap,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.014920291419184366,0.025058335813249757,2.551775682372443,2.292988852437002,-0.007271810736572555,0.05614673891408217,0.039230328961985084,0.01691640995209709,0.485725923685369,0.1279083285164594,41.83257515883654,0.5577676687844872,0.267147324797107,1.0,0.8664263376014465,0,0,0.20052170753479004,,
Contribution,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.03491188216980083,0.0479441537885176,-2.272069472864724,0.5107523405857565,-0.03721719769754646,0.01145942809840328,0.039230328961985084,-0.027770900863581804,0.7358228204997492,0.34486687800149673,15.134265628365512,0.20179020837820683,0.6114912654944706,0.88,0.6942543672527647,9,9,0.27100634574890137,,
LASSO,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.009546629332164169,0.02829669110104937,-0.051080879510813,1.6430232257589668,-0.01812093702941652,0.03906605442125999,0.039230328961985084,-0.00016427454072509562,0.5675904797535635,0.13748045247412766,43.477887317296215,0.5797051642306162,0.9424943398680441,0.52,0.528752830065978,36,36,1.9861035346984863,,
MIQP_Gurobi,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.01093699936137299,0.030317671285421996,-0.8361020320621342,1.4100992941213513,-0.021848811596904872,0.03290482744230894,0.039230328961985084,-0.006325501519676147,0.5399865864419509,0.16534279861580364,45.99538894546099,0.6132718526061465,0.7669875061953454,0.6933333333333334,0.6165062469023272,23,23,1.5704760551452637,0.0020869323329041635,True
Layered,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.014299326837529689,0.03042502228856384,1.3561139043320585,2.1032374274642676,-0.011525926882585328,0.050229214138369116,0.039230328961985084,0.010998885176384032,0.5447801382099351,0.04880009332850828,38.656041940360595,0.5154138925381413,1.0386616237174824,0.52,0.4806691881412588,36,36,3.7012972831726074,0.004341241385306893,True
Stratified,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.012329062864801621,0.026568713101828068,1.2143645030295545,1.9806542054244434,-0.010196770574512355,0.047837582424183456,0.039230328961985084,0.008607253462198372,0.45125372489117027,0.1396175418533479,47.79037724723945,0.47790377247239446,0.33227771280472,1.0,0.83386114359764,0,0,0.28231072425842285,,
MarketCap,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.012514158743321114,0.02610705837378036,0.6144640913342118,1.828300229448098,-0.011654033394305915,0.04362009391004862,0.039230328961985084,0.004389764948063535,0.4513334689826982,0.12975466078593093,52.48280839121274,0.5248280839121274,0.29783371182891794,1.0,0.8510831440855411,0,0,0.22241926193237305,,
Contribution,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.03184759132986968,0.046008447912075506,-1.6465290467867026,0.8448349354695301,-0.028165125165130995,0.01987726587651828,0.039230328961985084,-0.019353063085466804,0.7190422673936371,0.35139389991655173,18.099013060686545,0.18099013060686545,0.416851768244179,0.91,0.7915741158779105,9,9,0.2916843891143799,,
LASSO,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,504,0.008224750180767926,0.029948649920741352,-0.8524696192113959,1.3938252442815016,-0.018956321249759767,0.03283350695000631,0.039230328961985084,-0.0063968220119787755,0.5408422681149796,0.1376913436367805,49.60099572994883,0.49600995729948827,0.8314876123379042,0.55,0.5842561938310479,45,45,1.8539535999298096,,
