model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.01647924570672002,0.02305928917523851,0.8636603068861666,0.9241233875693223,-0.006544156252950907,0.026093974869135783,0.02067684447453111,0.0054171303946046745,0.4786488328862657,0.13342817608137805,39.54461819827576,0.5272615759770101,0.21016719624697539,1.0,0.8949164018765123,0,0,0.21458768844604492,,
MarketCap,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.015012913643679064,0.02149077210020128,1.8931006138311157,1.0891837317090705,-0.004924000392805664,0.031477643516258036,0.02067684447453111,0.010800799041726927,0.4831542314711731,0.11082819842365324,39.88850116253901,0.5318466821671868,0.17482797769375757,1.0,0.9125860111531212,0,0,0.21470379829406738,,
Contribution,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.034338114991581854,0.045964949378394654,2.4050473438764977,1.4321278785257305,-0.01049394429203587,0.04924202708974179,0.02067684447453111,0.028565182615210682,0.7087641552172456,0.3430863721329767,15.431416799973032,0.20575222399964044,0.3564280309277743,0.92,0.8217859845361128,6,6,0.20840692520141602,,
LASSO,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.010833517471222595,0.024546756250701688,-1.3257785618348967,0.4561219303606319,-0.017983927651310766,0.012352825712577786,0.02067684447453111,-0.008324018761953322,0.559702215204235,0.11068294526052634,42.84786399302991,0.5713048532403988,0.6889476848932746,0.64,0.6555261575533626,27,27,2.000011444091797,,
MIQP_Gurobi,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.012775894889622077,0.021219329036878527,0.5071974856378433,0.8221733279387088,-0.007858528570397382,0.023604634997383522,0.02067684447453111,0.0029277905228524137,0.5219534202185419,0.09646765963368151,43.79464314958452,0.5839285753277936,0.6332125579370056,0.6933333333333334,0.6833937210314972,23,23,1.18772292137146,0.0018473223093900654,True
Layered,75,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.014906304176855054,0.024365992402321752,-0.10967735402023972,0.6917838051697446,-0.012959443432744074,0.020016455800990318,0.02067684447453111,-0.0006603886735407904,0.546169835512851,0.05437913832585896,40.13165707254172,0.5350887609672229,1.0147721132103205,0.52,0.49261394339483977,36,36,5.124788761138916,0.0049800504431791815,True
Stratified,100,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.014000104213263935,0.021354803291000493,1.8253331521633658,1.0802887297656252,-0.004936649450382373,0.03104962973946801,0.02067684447453111,0.010372785264936901,0.47200487642602307,0.12978896945098736,44.6800956026444,0.446800956026444,0.2315465034878678,1.0,0.8842267482560661,0,0,0.3012361526489258,,
MarketCap,100,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.013365837722244662,0.0219196192841902,1.2920963732989448,0.9934599419317737,-0.005214554120724462,0.02827728411211905,0.02067684447453111,0.007600439637587941,0.4691309129010358,0.10431452531790703,46.40625638871662,0.4640625638871662,0.2227651740508334,1.0,0.8886174129745833,0,0,0.2713131904602051,,
Contribution,100,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.030991403249803998,0.03635017271950773,2.689043215723866,1.3901733914165355,-0.00762203644868803,0.04601628131826341,0.02067684447453111,0.0253394368437323,0.6845415790290407,0.30733017247709027,20.762036421343513,0.20762036421343513,0.5433303754628432,0.87,0.7283348122685784,13,13,0.27868199348449707,,
LASSO,100,2024-Q4,2022-09-28,2024-09-30,2024-10-01,2024-12-31,459,0,504,0.009912739637988761,0.02296892229046623,-1.5486198384051582,0.43570316923704616,-0.018699597888197427,0.011613131182129255,0.02067684447453111,-0.009063713292401854,0.5351139674488163,0.10987801794486572,48.69110814895157,0.48691108148951573,0.6070600854028196,0.66,0.6964699572985902,34,34,2.243011474609375,,
