model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.01338885686205876,0.018585436575094472,6.885209199376709,5.123700194818601,-0.0034019627199920522,0.11354467335985308,0.07792323071187113,0.03562144264798195,0.43860640286239755,0.10040896010143231,36.49580822332082,0.4866107763109443,0.26117873675254816,1.0,0.8694106316237259,0,0,0.22903013229370117,,
MarketCap,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.012505192405165025,0.019608104968555813,5.2962664871537255,4.959124189073002,-0.0039362306344832435,0.10680482743452613,0.07792323071187113,0.028881596722655,0.44023428268025233,0.0916530068349975,37.687387177340995,0.50249849569788,0.21545372224068665,1.0,0.8922731388796566,0,0,0.22293806076049805,,
Contribution,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.035127069685194065,0.044280250564749046,-1.4873873709415213,2.3457693877757833,-0.034510692656649,0.05972603221489625,0.07792323071187113,-0.018197198496974876,0.6996325491491215,0.36464668235972053,17.093659489960057,0.2279154598661341,0.807429236096779,0.7866666666666666,0.5962853819516105,16,16,0.26410603523254395,,
LASSO,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.009215847822636165,0.020603515083300345,3.9291842185903634,4.701827455449494,-0.00410899936350497,0.10040697020442568,0.07792323071187113,0.022483739492554555,0.5222612872875938,0.10711128939698572,36.906806309553104,0.4920907507940414,0.7227586451359862,0.6133333333333333,0.6386206774320069,29,29,1.9094138145446777,,
MIQP_Gurobi,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.010811957898607468,0.01668018941412925,2.4492116898757095,4.093502665035661,-0.005167072298752379,0.0892222727890768,0.07792323071187113,0.011299042077205668,0.49399657834759514,0.13931977897161235,37.93293028434526,0.5057724037912702,0.5127043822296381,0.72,0.743647808885181,21,21,1.3123970031738281,0.0017880594381456784,True
Layered,75,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.01278813863868657,0.020898385186107492,4.026756604556212,4.645366935750056,-0.009121239162338157,0.10126205491998985,0.07792323071187113,0.023338824208118725,0.5046785809512269,0.048416408707839184,38.06016258810763,0.5074688345081018,0.8890510510063525,0.5466666666666666,0.5554744744968237,34,34,6.387695789337158,0.004389083657185689,True
Stratified,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.011023305686484765,0.015225279003592206,4.973252631034174,4.557964634874233,-0.0033029718065121184,0.0989152713566257,0.07792323071187113,0.020992040644754573,0.40753823623723456,0.09973927636750274,40.31761463285528,0.4031761463285528,0.2697365564509797,1.0,0.8651317217745101,0,0,0.31992006301879883,,
MarketCap,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.010814725640734362,0.01881943590088644,3.6399957030003196,4.526071724523407,-0.004757721046174408,0.09692900887639877,0.07792323071187113,0.019005778164527642,0.4173915487978684,0.08992955161731822,41.9253916563743,0.419253916563743,0.24855349778757288,1.0,0.8757232511062135,0,0,0.2772073745727539,,
Contribution,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.03015559519952389,0.03529678145502622,-0.5284629062215375,2.918989952803687,-0.017596268704614747,0.0725855064911316,0.07792323071187113,-0.005337724220739526,0.6461719856473049,0.3263767780415424,22.941809314541164,0.22941809314541164,0.8010401223319561,0.82,0.599479938834022,18,18,0.2614758014678955,,
LASSO,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.007902858693248744,0.020999008655098017,3.5779287177363046,4.5544910488200205,-0.004513420761626456,0.0987531079191073,0.07792323071187113,0.02082987720723617,0.4787183494228794,0.09796364909570011,42.365078782308466,0.42365078782308463,0.6450662668433319,0.62,0.6774668665783341,38,38,2.1600615978240967,,
MIQP_Gurobi,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.013305859143551662,0.021719628856044084,0.7795172334933516,3.900497693924465,-0.008687434152742977,0.08267906526065283,0.07792323071187113,0.004755834548781701,0.4875619207444005,0.1338309734201437,39.66236583093226,0.3966236583093226,0.8635384834893052,0.5,0.5682307582553474,50,50,3.249847173690796,0.004867471495387954,True
Layered,100,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.013662438833330823,0.02245732805263997,1.2543221202235808,4.110787258709363,-0.008317727138348288,0.08580102709711279,0.07792323071187113,0.007877796385241664,0.515969690397563,0.059072514516815465,39.858482731670165,0.39858482731670164,0.9693933397670359,0.66,0.515303330116482,34,34,4.8249101638793945,0.004997603314775147,True
Stratified,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.0096815648486418,0.015836888022127252,2.4308593083923085,4.102499741575701,-0.005447277384834641,0.08858876303374807,0.07792323071187113,0.010665532321876947,0.3889937584993304,0.09767665956456532,43.29962020440131,0.34639696163521044,0.28548779271666674,1.0,0.8572561036416666,0,0,0.39572811126708984,,
MarketCap,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.009459336747537853,0.01704240482048946,2.73264841020573,4.2097686735171385,-0.004116390930340205,0.0908241412702826,0.07792323071187113,0.012900910558411471,0.39766329576610543,0.10254846589480499,44.26144438586956,0.3540915550869565,0.27177419983011,1.0,0.864112900084945,0,0,0.381011962890625,,
Contribution,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.028187182360084655,0.034164156355075324,-1.8710847994319757,2.426337573414575,-0.02284831775874894,0.060313684525987066,0.07792323071187113,-0.017609546185884062,0.6366544992671244,0.324679148281432,26.601780134589916,0.21281424107671934,0.6807118625699925,0.856,0.6596440687150038,18,18,0.425828218460083,,
LASSO,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.007351311778564939,0.019183986875153422,4.0600506009801265,4.642372121138515,-0.0032747747623793457,0.09954295993340323,0.07792323071187113,0.021619729221532102,0.4475907399391719,0.10153286764178943,45.7275285282325,0.36582022822585997,0.7211880128067651,0.6,0.6394059935966174,50,50,2.2978463172912598,,
MIQP_Gurobi,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.010882952903802538,0.019893459381547914,2.8518257063763572,4.456135037966881,-0.004650969905204823,0.09368982089502897,0.07792323071187113,0.015766590183157847,0.4684791232453836,0.09507867531726397,47.32871158661594,0.3786296926929275,0.60781249058074,0.752,0.69609375470963,31,31,1.6043729782104492,0.002628240609974498,True
Layered,125,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.012105960312025899,0.020748981336712127,2.677060036597667,4.428922526824395,-0.006045975458392253,0.0933559715999932,0.07792323071187113,0.015432740888122076,0.4812641113983116,0.04740895944121883,46.485801337728354,0.3718864107018268,0.6026708122374229,0.792,0.6986645938812885,26,26,2.4100494384765625,0.003386335600841416,True
Stratified,150,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.009089474712142774,0.0166712765733851,2.066306299001759,4.037729883815301,-0.006239588925865302,0.08746389194574888,0.07792323071187113,0.009540661233877756,0.3815185273061921,0.09097670670432902,45.14088905067499,0.3009392603378333,0.31805592293575,1.0,0.840972038532125,0,0,0.4242055416107178,,
MarketCap,150,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.008749648608203271,0.017691009209994623,2.676182892841491,4.21587267978774,-0.003998414842303634,0.0910365551948702,0.07792323071187113,0.013113324482999067,0.37921722827677545,0.09835954540905535,46.544712790468374,0.31029808526978914,0.2956509951513051,1.0,0.8521745024243474,0,0,0.41564130783081055,,
Contribution,150,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,504,0.022644016914709967,0.02563179272031941,0.0988176428817382,3.3343013872694103,-0.009555694136490246,0.07850989330634106,0.07792323071187113,0.0005866625944699333,0.611350694622304,0.27195459663186144,25.021500270729238,0.16681000180486158,0.6310387614387911,0.8933333333333333,0.6844806192806044,16,16,0.47254180908203125,,
