model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.015647128323871266,0.016606210441955628,4.7286818887418285,4.356577824398127,-0.0030962904537829338,0.13446707116848344,0.11235416923349062,0.022112901934992824,0.48274876483540446,0.148566316929841,40.31468177016442,0.537529090268859,0.17861357940349532,1.0,0.9106932102982523,0,0,0.20785760879516602,,
MarketCap,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.015052234087227287,0.01742934091638014,3.6793539510011377,4.301611843470997,-0.004119035445231993,0.13045940015552704,0.11235416923349062,0.01810523092203642,0.48945565593826196,0.11443859229184242,40.697745072798554,0.5426366009706474,0.15151173875786064,1.0,0.9242441306210697,0,0,0.19409394264221191,,
Contribution,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.03548170260449173,0.031427743353990206,-0.2548022641638663,3.4115586136921894,-0.015764439908219113,0.10998890060646338,0.11235416923349062,-0.0023652686270272394,0.7610245125371186,0.39848383041964436,13.287424628014866,0.17716566170686487,0.18943599565841895,0.9066666666666666,0.9052820021707906,7,7,0.2287616729736328,,
LASSO,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.008764425571966737,0.015411634337120903,3.8602798719268496,4.239181983900288,-0.003888796019699898,0.12913265815068065,0.11235416923349062,0.016778488917190026,0.6010249178647371,0.1461335264468439,44.547039210784355,0.5939605228104581,0.8284097040437469,0.6,0.5857951479781265,30,30,1.9365770816802979,,
MIQP_Gurobi,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.011730922935272163,0.016833978724527483,2.960259697576635,4.139854297187001,-0.003490070390685995,0.1263984534722613,0.11235416923349062,0.014044284238770688,0.5607848019896244,0.1445765402965509,45.51030664056723,0.6068040885408964,0.6641551692903966,0.76,0.6679224153548017,18,18,1.6040751934051514,0.0029957813608154113,True
Layered,75,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.015274561698083989,0.01990337883237307,2.6983131008078662,4.21651629518096,-0.00834479535600126,0.12752706351265197,0.11235416923349062,0.015172894279161353,0.5964296233257328,0.058511529608771665,37.815733123749716,0.5042097749833295,0.9191161368227051,0.52,0.5404419315886475,36,36,3.638648509979248,0.004838379034376008,True
Stratified,100,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.012349215464003771,0.012831101688128115,6.410753657550121,4.385795596702003,-0.001634355403515468,0.13552126789340369,0.11235416923349062,0.023167098659913066,0.45815711448561075,0.14964513588447126,47.68046403630975,0.4768046403630975,0.24622525005811394,1.0,0.876887374970943,0,0,0.264117956161499,,
MarketCap,100,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.012090946152458605,0.01435427029146661,4.632296735530366,4.232769615105614,-0.0035596429731974055,0.1310458632169511,0.11235416923349062,0.01869169398346049,0.43879992487222824,0.11781579653852628,52.600563357332575,0.5260056335733257,0.2221226677671831,1.0,0.8889386661164085,0,0,0.27767181396484375,,
Contribution,100,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.03286665340531869,0.029203767790546658,0.8925659505746913,3.851776660945375,-0.011987156873630417,0.11965314690232964,0.11235416923349062,0.007298977668839024,0.7352815063452769,0.3354451866418249,16.98328035452272,0.1698328035452272,0.29683159363957384,0.92,0.8515842031802131,8,8,0.2756354808807373,,
LASSO,100,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,504,0.007571205395475399,0.012220762706526783,4.476109722768641,4.161931159622042,-0.0023514994057240914,0.12775050601195148,0.11235416923349062,0.015396336778460862,0.5616445976902718,0.14448016524738694,49.8847975922041,0.498847975922041,0.813438366597881,0.59,0.5932808167010595,41,41,2.162046432495117,,
