model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,diversification,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
MarketCap,50,2025-Q1,2024-01-02,2024-12-31,2025-01-01,2025-03-31,468,0,0.9,252,0.014862144890233069,0.021594057268417514,5.4754180929672565,-0.4128184627642398,-0.002732801525293427,-0.018481650905706637,-0.04586820159231886,0.02738655068661222,0.48971948705420865,0.12397155376442973,27.79988275978221,0.5559976551956443,0.5559976551956443,0.2488471649600905,1.0,0.8755764175199547,1.0,0,0,0.0607600212097168,,
