asset,sector,weight,benchmark_weight,active_weight
AAPL,Information Technology,0.0671011423872258,0.06220292512399854,0.004898217263227256
MSFT,Information Technology,0.0428204769027218,0.04996358896072152,-0.007143112057999716
AMZN,Consumer Discretionary,0.02749978029387221,0.03760694661080215,-0.010107166316929938
GOOGL,Communication Services,0.025051216428870884,0.059352354194095014,-0.03430113776522413
VZ,Communication Services,0.02336646786166245,0.003544132231627388,0.019822335630035062
GOOG,Communication Services,0.022972548073605194,0.05931655863547039,-0.036344010561865196
APH,Information Technology,0.0228045757078472,0.0026645192371864677,0.020140056470660733
DIS,Communication Services,0.020106338833115328,0.002959958905856677,0.01714637992725865
MCD,Consumer Discretionary,0.01968815399456528,0.0038481838734688635,0.015839970121096416
TMUS,Communication Services,0.0193695136896977,0.0040737514799841935,0.015295762209713506
PEP,Consumer Staples,0.019206898447111452,0.0035833696708889875,0.015623528776222464
TSLA,Consumer Discretionary,0.01883841772377938,0.02447106463921183,-0.00563264691543245
META,Communication Services,0.018815739529276364,0.026813570896259357,-0.007997831366982993
ETN,Industrials,0.016975150152805304,0.002225340923579917,0.014749809229225388
UNH,Health Care,0.016555329370903083,0.004274350370088312,0.012280979000814771
PNC,Financials,0.01587258028798675,0.0013698839792886987,0.01450269630869805
NVDA,Information Technology,0.015782957859770907,0.0710689597180084,-0.055286001858237496
CMCSA,Communication Services,0.015723142495632975,0.0019113385301128367,0.013811803965520137
HD,Consumer Discretionary,0.014311981439081068,0.005857027811805249,0.00845495362727582
CB,Financials,0.014265271716447071,0.002121874571297007,0.012143397145150064
LIN,Materials,0.014009255049707695,0.003692363096362232,0.010316891953345463
JPM,Financials,0.013528290180037832,0.012833637451742127,0.0006946527282957055
XOM,Energy,0.012238325585114196,0.010356771809152905,0.001881553775961291
AVGO,Information Technology,0.012146107407427074,0.025754066313624827,-0.013607958906197752
GS,Financials,0.011890624511109204,0.00404974826764838,0.007840876243460825
LLY,Health Care,0.011815789390746314,0.014569917031075283,-0.002754127640328969
KO,Consumer Staples,0.011542685567912063,0.005447437013743262,0.006095248554168801
ADBE,Information Technology,0.011337413974725942,0.001951556285925189,0.009385857688800753
ABBV,Health Care,0.01053322658598247,0.006688123485833668,0.0038451031001488023
COP,Energy,0.010443750219434608,0.002352243978345754,0.008091506241088854
V,Financials,0.01031897697934288,0.010058034883468722,0.0002609420958741577
MDT,Health Care,0.010300969322366347,0.001918381592826299,0.008382587729540049
DUK,Utilities,0.010278856399015891,0.001693757944967669,0.008585098454048222
PLD,Real Estate,0.010174072745564679,0.00205576447390564,0.008118308271659038
WMT,Consumer Staples,0.00993273093209065,0.016224799095838877,-0.006292068163748226
ADI,Information Technology,0.009487824229590215,0.0025343835616627513,0.006953440667927464
AMT,Real Estate,0.009246507454254451,0.0014512611603693661,0.007795246293885085
SCHW,Financials,0.008984308358737826,0.002781575227654184,0.006202733131083642
NEE,Utilities,0.008882773546666757,0.0031173094076908563,0.005765464138975901
WMB,Energy,0.00884099427540937,0.0014907296742465005,0.00735026460116287
WFC,Financials,0.008755297681776122,0.004149655990056738,0.004605641691719384
TJX,Consumer Discretionary,0.008703804785042436,0.002914834180935888,0.005788970604106549
IBM,Information Technology,0.00844285861471511,0.003991278041068406,0.004451580573646704
AMGN,Health Care,0.008406209174403892,0.003274447148515394,0.005131762025888498
TMO,Health Care,0.00838821086312757,0.0030652308988853346,0.005322979964242235
ABT,Health Care,0.008243302058352081,0.0031294467499965594,0.005113855308355522
MO,Consumer Staples,0.00817189678983983,0.0018352605794197737,0.006336636210420057
NOW,Information Technology,0.008107396010582255,0.0021565880112675243,0.005950807999314731
MCO,Financials,0.008105767794421877,0.001375523896609463,0.006730243897812414
NOC,Industrials,0.008103542434685267,0.0017738892622121331,0.006329653172473134
ACN,Information Technology,0.008036452678800534,0.002191656277352222,0.005844796401448312
CAT,Industrials,0.007941658020302977,0.005237876576049504,0.002703781444253473
WM,Industrials,0.007484431499840912,0.0016313049130825292,0.005853126586758383
FCX,Materials,0.007327286191793678,0.0014023506360656304,0.005924935555728048
CRM,Information Technology,0.007282098954066994,0.003112951846759215,0.004169147107307779
DHR,Health Care,0.007090769845846455,0.0022724626394962635,0.004818307206350191
DE,Industrials,0.007055115899321089,0.0026185690534118173,0.004436546845909271
PANW,Information Technology,0.006847737220902672,0.0022138628710863684,0.004633874349816303
MRK,Health Care,0.006783069840517514,0.004705798995419273,0.0020772708450982414
ORCL,Information Technology,0.006728439478521032,0.007226423922019307,-0.0004979844434982754
PG,Consumer Staples,0.006466038802389378,0.005901062877175393,0.000564975925213985
ICE,Financials,0.0064022702456551575,0.0015576174265939933,0.004844652819061164
COST,Consumer Staples,0.006388829223739269,0.0072838440787554954,-0.0008950148550162266
NFLX,Communication Services,0.006258131292336683,0.006904421175954246,-0.0006462898836175632
BMY,Health Care,0.006077228684575802,0.002018222793754428,0.004059005890821374
RTX,Industrials,0.005937916683008296,0.004628212326781893,0.0013097043562264035
CDNS,Information Technology,0.005551855665058968,0.0013465634874078735,0.004205292177651095
CVX,Energy,0.005505299487941303,0.006242392402447899,-0.0007370929145065963
UPS,Industrials,0.0053617549646693885,0.001428680080326478,0.0039330748843429105
MAR,Consumer Discretionary,0.005316548109205965,0.0014104004084677499,0.0039061477007382153
BA,Industrials,0.005228867895449197,0.002983495390559948,0.002245372504889249
INTU,Information Technology,0.00518144144975771,0.002200981134564654,0.0029804603151930564
KKR,Financials,0.00511389479369784,0.001390205618204516,0.003723689175493324
AMD,Information Technology,0.004892188312409891,0.005157478768907521,-0.0002652904564976301
UNP,Industrials,0.004614714426071436,0.002478609205597346,0.0021361052204740896
NKE,Consumer Discretionary,0.0045498860279306955,0.001387299545198776,0.0031625864827319198
AMAT,Information Technology,0.00447485627840699,0.0042363111254240466,0.00023854515298294375
MU,Information Technology,0.004458483054397501,0.006850902355908773,-0.0023924193015112715
T,Communication Services,0.004423753282690553,0.003337571185534105,0.001086182097156448
CSCO,Information Technology,0.004322290653708505,0.00510747131347433,-0.0007851806597658252
SO,Utilities,0.0041466890761537286,0.001793669572483167,0.0023530195036705615
HCA,Health Care,0.003866987233067603,0.0019585394254428975,0.0019084478076247056
GLW,Information Technology,0.0038422592051353564,0.0017387369689945136,0.002103522236140843
WDC,Information Technology,0.00381955692268093,0.0013783269555820538,0.0024412299670988763
KLAC,Information Technology,0.0037627723228796923,0.0029039693649220272,0.0008588029579576651
SBUX,Consumer Discretionary,0.0035786310440202086,0.0018538492933779492,0.0017247817506422594
BAC,Financials,0.0031762027141274485,0.005838615635621529,-0.00266241292149408
LMT,Industrials,0.003129969106248697,0.0025551996679376845,0.0005747694383110126
WELL,Real Estate,0.003088034778473757,0.0023431146458080055,0.0007449201326657517
TXN,Information Technology,0.002968104527394122,0.0028857478656937833,8.235666170033863e-05
TT,Industrials,0.002696872886585383,0.0015422718367853125,0.0011546010498000706
MA,Financials,0.0025617364232997067,0.007662601228118981,-0.005100864804819274
HON,Industrials,0.0023911864063038083,0.0026063000147343238,-0.00021511360843051545
PFE,Health Care,0.002373414317985701,0.0025283637716785705,-0.00015494945369286944
BLK,Financials,0.0023665504723434315,0.0024428645480244027,-7.631407568097111e-05
PH,Industrials,0.0020821966159896236,0.0019164679556693287,0.00016572866032029494
GE,Industrials,0.0019646204005287346,0.0056023625787029975,-0.003637742178174263
PM,Consumer Staples,0.00192495671908346,0.004349527183644337,-0.0024245704645608776
LOW,Consumer Discretionary,0.001867145014535192,0.0023226365332888947,-0.0004554915187537027
C,Financials,0.0017116036734886725,0.0030632748441853028,-0.0013516711706966303
FDX,Industrials,0.0014461068792367305,0.001392805476947013,5.330140228971755e-05
AXP,Financials,0.0011519436646830012,0.003408295368998485,-0.0022563517043154837
COF,Financials,0.001039031060918652,0.0019190003503195279,-0.0008799692894008759
QCOM,Information Technology,0.0007911566157294142,0.002381608768124529,-0.001590452152395115
MS,Financials,0.0004478234331300386,0.004183208670594909,-0.0037353852374648706
VRTX,Health Care,0.00024670486862713814,0.0019070351020456738,-0.0016603302334185356
EQIX,Real Estate,0.00016115989087420413,0.001513671505393711,-0.0013525116145195067
SPGI,Financials,0.00010091872803076444,0.00225156802710195,-0.0021506492990711855
BSX,Health Care,0.0001005719913386257,0.0017403610895877313,-0.0016397890982491055
CME,Financials,0.0001004951962031361,0.0018739377031363623,-0.0017734425069332262
JNJ,Health Care,0.0001004578927328571,0.009523098764412754,-0.009422640871679898
MCK,Health Care,0.00010045100116754885,0.001865057893478908,-0.0017646068923113593
PGR,Financials,0.00010019197488086186,0.00202827534748338,-0.0019280833726025182
BKNG,Consumer Discretionary,0.00010011865292349422,0.0024110664725214385,-0.0023109478195979445
GILD,Health Care,0.0001000951679682653,0.0029376887531373723,-0.002837593585169107
ISRG,Health Care,0.00010008940400353897,0.002861347140382994,-0.0027612577363794553
SNPS,Information Technology,0.00010007493789300274,0.0013773463697135677,-0.001277271431820565
CVS,Health Care,0.00010007203327413474,0.001629495367229643,-0.0015294233339555085
INTC,Information Technology,0.0001000644269178683,0.0035652157704119084,-0.00346515134349404
LRCX,Information Technology,0.00010005973395442268,0.004115453176509361,-0.004015393442554938
ADP,Industrials,0.00010004555189352022,0.0015042037751235387,-0.0014041582232300184
SYK,Health Care,0.00010003971445529348,0.0022932935582465515,-0.002193253843791258
ANET,Information Technology,0.00010003440770157736,0.002750815102696989,-0.0026507806949954116
BX,Financials,0.00010002777089701552,0.0022314727497413267,-0.0021314449788443113
NEM,Materials,0.00010001405906409116,0.0020860120872155594,-0.0019859980281514682
