model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,diversification,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
MarketCap,50,2024-Q3,2023-06-29,2024-06-28,2024-07-01,2024-09-30,468,0,0.9,252,0.016435001696293222,0.02345895628417702,3.8504333055839095,2.060348261497813,-0.005746740341887824,0.07999401065409262,0.055306493399885026,0.02468751725420759,0.5146510526575454,0.10987867943193427,28.77564758583134,0.5755129517166268,0.5755129517166268,0.3343036426862102,1.0,0.8328481786568949,1.0,0,0,0.031874656677246094,,
