model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.016967605250703188,0.029400090123846496,,1.6147415904676994,-0.01431034017193626,0.044478805769453844,0.023479252321112254,0.02099955344834159,0.48235777650763456,0.1311515970005654,29.80531291762815,0.596106258352563,0.10839792964446263,1.0,0.9458010351777687,1.0,0,0,0.06147336959838867,,
Stratified_sector,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.020707072022867312,0.030356498273725722,,1.5078924099195998,-0.010211238564652954,0.04134140795870822,0.023479252321112254,0.017862155637595967,0.49782218116751503,0.0463678091800117,28.36076977113004,0.5672153954226008,0.12124503666081024,1.0,0.9393774816695949,1.0,0,0,0.12462162971496582,,
MarketCap,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.017462899893333952,0.028538257780302854,,1.581507619925977,-0.00806732039366427,0.04421470731280763,0.023479252321112254,0.02073545499169538,0.4732640734506607,0.13965874539194184,28.594730403488292,0.5718946080697659,0.12729417284124928,1.0,0.9363529135793753,1.0,0,0,0.041982412338256836,,
MarketCap_sector,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.019123515705755646,0.028259219550586776,,1.4889859409944153,-0.007132734342479789,0.04146029459290723,0.023479252321112254,0.017981042271794978,0.4792255741806212,0.06466088172128728,29.134152723005453,0.582683054460109,0.1456177839423903,1.0,0.9271911080288049,1.0,0,0,0.08254480361938477,,
Contribution,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.05020203535476816,0.05004877776370919,,1.4699566936976396,-0.020588256823434684,0.04647900628441182,0.023479252321112254,0.022999753963299563,0.7819941643463096,0.43265500742728635,10.87030272311178,0.21740605446223563,0.8533523250349248,0.82,0.5733238374825376,0.82,9,9,0.04356956481933594,,
Contribution_sector,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.05060378407278941,0.05089385364188179,,1.6120395063481106,-0.019868441588610616,0.05117946707169829,0.023479252321112254,0.02770021475058604,0.7816861631855274,0.39707764322602634,11.236793191026125,0.2247358638205225,1.2526846124042488,0.82,0.3736576937978756,0.82,9,9,0.07610344886779785,,
LASSO,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.01225634365712969,0.028895263086697136,,1.0935096603969316,-0.012210944552399697,0.02902392197842074,0.023479252321112254,0.0055446696573084875,0.5539224607559978,0.10347736342753305,32.248942337712634,0.6449788467542527,0.9097703763141971,0.54,0.5451148118429014,0.54,23,23,1.3684813976287842,,
LASSO_sector,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.014311964481614545,0.02966165833737203,,0.8125112086145385,-0.012693535703905823,0.021045913079192458,0.023479252321112254,-0.0024333392419197963,0.5515490061584174,0.044119710446406175,32.93329484846236,0.6586658969692472,0.9631807973665331,0.54,0.5184096013167334,0.54,23,23,1.3742291927337646,,
MIQP_Gurobi,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.013660891937836069,0.026722009020611,,1.291142045763668,-0.006002560371156573,0.03597973237644014,0.023479252321112254,0.01250048005532789,0.5373733249914211,0.1215640883030719,32.46472426693216,0.6492944853386432,0.7042253812570848,0.62,0.6478873093714577,0.62,19,19,1.8529620170593262,0.004881754797155859,True
Layered,50,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.014287072659289917,0.0359384420477489,,0.7681695204270341,-0.014650390772337846,0.01949954167790313,0.023479252321112254,-0.003979710643209122,0.5567310490231981,0.041881481556501364,31.89678221406336,0.6379356442812673,0.7540313785894461,0.58,0.6229843107052769,0.58,21,21,7.667340278625488,0.0049860853510509855,True
