model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.019757484367777703,0.026445936382283312,,-0.5138105811312277,-0.005282451431393892,-0.02105908692533376,-0.04586820159231886,0.0248091146669851,0.5102750562714922,0.14233615469644487,32.54519633510095,0.6509039267020189,0.14686439922583283,1.0,0.9265678003870836,1.0,0,0,0.08732104301452637,,
Stratified_sector,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.023715005448433902,0.025121451268863924,,-0.6066559189816546,-0.005017757701662982,-0.025568577497843803,-0.04586820159231886,0.020299624094475055,0.5203982621495252,0.05081318201403985,29.413480473471356,0.5882696094694271,0.17577647808358093,1.0,0.9121117609582096,1.0,0,0,0.10379409790039062,,
MarketCap,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.01972650149156041,0.03139115145419743,,-0.14684236706488396,-0.0042511826571540075,-0.008034623566543386,-0.04586820159231886,0.03783357802577547,0.513671579734037,0.12101637075440705,30.292731278631035,0.6058546255726207,0.1831026582496879,1.0,0.908448670875156,1.0,0,0,0.04870104789733887,,
MarketCap_sector,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.020618608376230158,0.03170863273593272,,-0.073642432926166,-0.004541880393947402,-0.005455690145355407,-0.04586820159231886,0.04041251144696345,0.5225452447733799,0.05715983439970455,29.037912116480552,0.580758242329611,0.1708590722302044,1.0,0.9145704638848978,1.0,0,0,0.08973193168640137,,
Contribution,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.04313772004115394,0.04929788635262411,,-1.158623552198226,-0.019695011466945557,-0.050628383524381704,-0.04586820159231886,-0.004760181932062846,0.7397938172526359,0.3863652689562882,14.94900073936366,0.2989800147872732,0.8894507065984149,0.84,0.5552746467007925,0.84,8,8,0.048943519592285156,,
Contribution_sector,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.06119037134740484,0.0636712636566972,,-1.5479085477316827,-0.04974430333017448,-0.0675595924192508,-0.04586820159231886,-0.021691390826931944,0.7093882071321815,0.13270771182543098,13.997855507712496,0.2799571101542499,1.0794348036989723,0.84,0.46028259815051387,0.84,8,8,0.06939339637756348,,
LASSO,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.012186977496515771,0.033797390488221724,,-0.4913295358273862,-0.009130695214709756,-0.020119624695293492,-0.04586820159231886,0.025748576897025366,0.5932468296579748,0.10608010567413534,34.17179311536085,0.683435862307217,0.7549209912901674,0.56,0.6225395043549162,0.56,22,22,1.3470804691314697,,
LASSO_sector,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.01358527611289422,0.03660605109657803,,-0.4120356912129816,-0.009969494434066046,-0.01719600074004335,-0.04586820159231886,0.02867220085227551,0.580228679841783,0.038092319495435366,33.70249725798263,0.6740499451596526,0.7631386545430902,0.56,0.618430672728455,0.56,22,22,1.4973912239074707,,
MIQP_Gurobi,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.013174658076967357,0.025648662772948253,,-0.07042665224176985,-0.004473808460911041,-0.005642060727593101,-0.04586820159231886,0.04022614086472576,0.5755419565559587,0.16338449752045522,34.597475991119964,0.6919495198223993,0.7926904732057031,0.6,0.6036547633971485,0.6,20,20,9.54088544845581,0.004998061784881663,True
Layered,50,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.013476531263957097,0.028322858629677105,,-0.3377423508324693,-0.004973878456751743,-0.015265992987811283,-0.04586820159231886,0.030602208604507575,0.560269479384954,0.05325838201213967,35.69589725408505,0.7139179450817009,0.8528867705152362,0.58,0.5735566147423818,0.58,21,21,40.06099724769592,0.004964096271414641,True
Stratified,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.016127035897549036,0.027671615612737944,,-0.2660246866093672,-0.004142766261990576,-0.012138116705928015,-0.04586820159231886,0.03373008488639084,0.4703561841660241,0.11371080718854887,39.232010138662,0.5230934685154933,0.2318493966190027,1.0,0.8840753016904986,1.0,0,0,0.1387789249420166,,
Stratified_sector,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.01743092007257858,0.027905874024386244,,-0.19480091449381287,-0.004046957806855541,-0.009771250504207463,-0.04586820159231886,0.036096951088111395,0.45826649606555825,0.05318450353333967,38.24031409114555,0.5098708545486074,0.21190969622561964,1.0,0.8940451518871901,1.0,0,0,0.1869957447052002,,
MarketCap,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.014261624092858624,0.028032969430463624,,-0.4277134695935656,-0.007908845980670947,-0.018225962353477843,-0.04586820159231886,0.027642239238841015,0.4684708892911801,0.09924107547023096,39.57323205391457,0.5276430940521943,0.23171984999591053,1.0,0.8841400750020447,1.0,0,0,0.11810469627380371,,
MarketCap_sector,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.01537750605483918,0.02816880462616376,,-0.3668581261427781,-0.006061359279964908,-0.016128667881173397,-0.04586820159231886,0.02973953371114546,0.4646483992823198,0.03718389560082383,39.20747171003402,0.5227662894671202,0.22158409378234964,1.0,0.8892079531088252,1.0,0,0,0.2013697624206543,,
Contribution,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.03108197393179557,0.04619960566629741,,-0.6820040738760992,-0.010950673641191152,-0.028417224762907645,-0.04586820159231886,0.017450976829411213,0.6996794858432371,0.2623210220322688,16.994078317774118,0.2265877109036549,0.7404289349188514,0.8133333333333334,0.6297855325405743,0.8133333333333334,14,14,0.13148117065429688,,
Contribution_sector,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.04223761353612537,0.04588021690149185,,-1.237481089951332,-0.021602754040927652,-0.04911312230237452,-0.04586820159231886,-0.0032449207100556654,0.6868549084077957,0.0741488867098575,18.935752907210478,0.25247670542947304,0.7526788885545338,0.8133333333333334,0.623660555722733,0.8133333333333334,14,14,0.18744969367980957,,
LASSO,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.009872839386078743,0.03199365755815762,,-0.44937255722380287,-0.006148685086537686,-0.018463300532711058,-0.04586820159231886,0.0274049010596078,0.5535188664962629,0.09701577091988425,42.689733136396974,0.5691964418186263,0.6725786559383375,0.6133333333333333,0.6637106720308312,0.6133333333333333,29,29,1.4717938899993896,,
LASSO_sector,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.011259093037562921,0.03355333684584697,,-0.4108481268923531,-0.008144097283406235,-0.01708982876056897,-0.04586820159231886,0.028778372831749888,0.5507029371173695,0.03301283652621864,41.59043132595958,0.5545390843461278,0.7379183747855429,0.6133333333333333,0.6310408126072286,0.6133333333333333,29,29,1.6598176956176758,,
MIQP_Gurobi,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.011677472331713462,0.022912751659165967,,-0.13357847344466808,-0.004630408917939246,-0.00775917401295545,-0.04586820159231886,0.03810902757936341,0.5347309514485667,0.11792314473470072,41.7089158086113,0.5561188774481507,0.5404187413943372,0.7066666666666667,0.7297906293028313,0.7066666666666667,22,22,0.9651546478271484,0.0023517059744185614,True
Layered,75,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.013325676319056972,0.023160594106993424,,-0.33053417360347265,-0.004068289702314622,-0.01515713487756698,-0.04586820159231886,0.030711066714751878,0.5421532146960869,0.03862485171314914,42.593901259462946,0.5679186834595059,0.8603164787461197,0.5066666666666667,0.5698417606269401,0.5066666666666667,37,37,5.616867542266846,0.004562015133882063,True
Stratified,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.013559454112889715,0.026663471280018794,,-0.39654089111588714,-0.00445035685805196,-0.016899001914093992,-0.04586820159231886,0.028969199678224866,0.451474914346481,0.12404791891770248,43.5334511876379,0.435334511876379,0.2660830376669797,1.0,0.8669584811665101,1.0,0,0,0.16638565063476562,,
Stratified_sector,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.01473718277939362,0.026870861492459215,,-0.4168428881439093,-0.003975482316884052,-0.01772527964157833,-0.04586820159231886,0.02814292195074053,0.44416545760614473,0.0525238768712013,42.31074726820989,0.42310747268209886,0.2711063153986463,1.0,0.8644468423006768,1.0,0,0,0.2846555709838867,,
MarketCap,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.012910867671490696,0.02665230455667551,,-0.3466763960025374,-0.007483481055423406,-0.015064283293300562,-0.04586820159231886,0.030803918299018296,0.45252426516239025,0.10639509291859431,44.878713967256544,0.44878713967256545,0.25826964354968196,1.0,0.8708651782251591,1.0,0,0,0.16662263870239258,,
MarketCap_sector,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.014214062225702314,0.026853786847680843,,-0.3345334157158191,-0.004793439832865896,-0.014678635202263535,-0.04586820159231886,0.031189566390055323,0.4571309839825946,0.0315300149355463,44.280939804187454,0.4428093980418745,0.2689333805231247,1.0,0.8655333097384377,1.0,0,0,0.23601889610290527,,
Contribution,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.028993764972249557,0.04542999199330437,,-0.4986241601138855,-0.00931091217264426,-0.021015152574738183,-0.04586820159231886,0.024853049017580675,0.6800085252932342,0.253959405299931,19.215248764258057,0.19215248764258056,0.5356094248989318,0.88,0.7321952875505341,0.88,12,12,0.18732833862304688,,
Contribution_sector,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.03758702860679104,0.04645016524709354,,-1.0165811904617965,-0.014517235706495756,-0.03812252716850739,-0.04586820159231886,0.007745674423811466,0.6818808416212875,0.0741488848743878,19.89511763322265,0.1989511763322265,0.40720958320129,0.88,0.796395208399355,0.88,12,12,0.2766261100769043,,
LASSO,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.009075399846703578,0.027987303701806073,,-0.4677008306131514,-0.005135319028870943,-0.01912565147626455,-0.04586820159231886,0.02674255011605431,0.5233934982742288,0.08024011939798532,46.91131419347335,0.4691131419347335,0.72378022527927,0.58,0.638109887360365,0.58,42,42,1.6455409526824951,,
LASSO_sector,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.010168341960037953,0.02917392071446624,,-0.42194220217822737,-0.007391917121236708,-0.017469239618462917,-0.04586820159231886,0.02839896197385594,0.5257684305316686,0.033959302752196795,46.41046706757721,0.4641046706757721,0.6931322496751386,0.58,0.6534338751624307,0.58,42,42,1.7711985111236572,,
MIQP_Gurobi,100,2025-Q1,2022-12-29,2024-12-31,2025-01-01,2025-03-31,459,0,0.9,504,0.012783983511232623,0.02287426170285537,,-0.5100125261333068,-0.007216989597091756,-0.021344892738289878,-0.04586820159231886,0.02452330885402898,0.5185000452906623,0.11717790853155569,42.00669210198228,0.4200669210198228,0.7869167816693527,0.6,0.6065416091653236,0.6,40,40,1.8888447284698486,0.004988774317361546,True
