model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.019741808375158716,0.03044262396625763,,2.184458520740132,-0.007743915276732034,0.07906353885407813,0.055306493399885026,0.023757045454193104,0.5127345572176517,0.1449389228341436,33.06495380563104,0.6612990761126208,0.18443494052493947,1.0,0.9077825297375303,1.0,0,0,0.17242741584777832,,
Stratified_sector,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.025784157026989357,0.03286113850672834,,2.1845694140291996,-0.006899903248200615,0.08013572476649777,0.055306493399885026,0.024829231366612747,0.5326865860751695,0.047342982416835204,27.882742890228897,0.5576548578045779,0.19660017070861702,1.0,0.9016999146456914,1.0,0,0,0.3262186050415039,,
MarketCap,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.020315037702970988,0.02914970818837238,,2.3396047433489655,-0.006327767621798614,0.08810683969542521,0.055306493399885026,0.032800346295540184,0.5219803861362144,0.14779245699151122,30.973449437735127,0.6194689887547026,0.2295953111196315,1.0,0.8852023444401842,1.0,0,0,0.17679619789123535,,
MarketCap_sector,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.022142416938961,0.030292770773771432,,2.4019319077773336,-0.0073425729081100805,0.09238384923492027,0.055306493399885026,0.03707735583503524,0.5271215256074917,0.05715982750576545,29.623720696320948,0.592474413926419,0.25791854751865484,1.0,0.8710407262406725,1.0,0,0,0.2755241394042969,,
Contribution,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.040044497087747634,0.059377165992047905,,1.7174988415370556,-0.024251230772074257,0.06606128789185273,0.055306493399885026,0.0107547944919677,0.7685823717594386,0.3337820806560637,11.99385309742173,0.2398770619484346,0.4200097642702977,0.86,0.7899951178648512,0.86,7,7,0.16669130325317383,,
Contribution_sector,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.058482233705647584,0.06649711984182129,,1.2775094417430937,-0.03405547684259215,0.05387478240654198,0.055306493399885026,-0.0014317109933430494,0.8146757303713531,0.1142494302804246,10.98356430388093,0.2196712860776186,0.4641697796058561,0.86,0.7679151101970719,0.86,7,7,0.2655665874481201,,
LASSO,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.013133372872836968,0.039136009273697016,,2.5553377777492585,-0.0058985966579447845,0.09366947862986019,0.055306493399885026,0.038362985229975166,0.5925530999360544,0.16928672749279866,34.64183993862638,0.6928367987725277,0.8058978457571789,0.62,0.5970510771214106,0.62,19,19,4.819686651229858,,
LASSO_sector,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.017918374009134895,0.03569589936234568,,2.4232342685406345,-0.006470550316133736,0.09047926824793717,0.055306493399885026,0.035172774848052146,0.5784458659397294,0.05644023525235956,31.795383030558078,0.6359076606111616,0.9265669896415629,0.62,0.5367165051792185,0.62,19,19,4.7885613441467285,,
MIQP_Gurobi,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.014359210975418596,0.026367158998438292,,2.125758567815013,-0.008027819358922154,0.0787725192639579,0.055306493399885026,0.02346602586407287,0.5888733993672746,0.12476799241651589,35.857182930980485,0.7171436586196097,0.8851424886828942,0.54,0.5574287556585529,0.54,23,23,19.317588090896606,0.004966065315778616,True
Layered,50,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.015563130015238014,0.025672323443232233,,2.270430864536148,-0.007547877452263988,0.08476312693726151,0.055306493399885026,0.029456633537376486,0.5872007091527717,0.05113411906449655,36.08100112741295,0.721620022548259,0.9186680660170266,0.48,0.5406659669914867,0.48,26,26,12.902988910675049,0.004980854045092927,True
Stratified,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.015874894388779027,0.027937422687907873,,2.285977175588339,-0.006264527857192673,0.08319299283362391,0.055306493399885026,0.027886499433738887,0.46842049679542547,0.1320667034724539,40.55354891929149,0.5407139855905532,0.31648063318502845,1.0,0.8417596834074857,1.0,0,0,0.48592233657836914,,
Stratified_sector,75,2024-Q3,2022-06-28,2024-06-28,2024-07-01,2024-09-30,459,0,0.9,504,0.017915458310468712,0.02805824331669948,,2.311458773557846,-0.005152904690565908,0.08560200460273748,0.055306493399885026,0.030295511202852454,0.46894163879144035,0.047881245088814764,38.22539954048832,0.5096719938731776,0.35808374651771124,1.0,0.8209581267411443,1.0,0,0,0.7355036735534668,,
