model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.017711891571645696,0.02839972562724351,,-0.4672574151259585,-0.0052575253172148576,-0.013941514283796197,-0.042236488614783685,0.028294974330987488,0.4802268280744629,0.12331625992078024,29.251559030258687,0.5850311806051738,0.15695309703180074,1.0,0.9215234514840996,1.0,0,0,0.0685429573059082,,
Stratified_sector,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.02097311711571712,0.03402664274127113,,-0.4893399077094215,-0.006663673707229541,-0.014466085772808612,-0.042236488614783685,0.027770402841975073,0.4824761769061341,0.047788184733654156,28.323852739419994,0.5664770547883999,0.1507444563978962,1.0,0.9246277718010519,1.0,0,0,0.09668874740600586,,
MarketCap,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.017724763038485653,0.024358206429959343,,-0.832238243315973,-0.006043674925934139,-0.024157260812702308,-0.042236488614783685,0.018079227802081377,0.47971516741921816,0.13010267835840733,28.878256972664712,0.5775651394532942,0.16848991991421228,1.0,0.9157550400428939,1.0,0,0,0.07592082023620605,,
MarketCap_sector,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.019042391727437817,0.026764920076813966,,-0.5972782059240401,-0.004917592559794435,-0.01750536429486005,-0.042236488614783685,0.024731124319923636,0.46829609889015544,0.06466053387922849,29.213210886380732,0.5842642177276146,0.15580212347584438,1.0,0.9220989382620778,1.0,0,0,0.10704517364501953,,
Contribution,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.04927242220112501,0.07350348316105325,,-1.7661610686802447,-0.04021136194227768,-0.06408575618727619,-0.042236488614783685,-0.021849267572492503,0.7718404628774558,0.44863425161542175,11.754427162655897,0.23508854325311795,0.27242086628205103,0.9,0.8637895668589745,0.9,5,5,0.08344316482543945,,
Contribution_sector,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.049629421736659705,0.07218761760214473,,-1.6819208978337954,-0.038577548651390174,-0.06095824597559574,-0.042236488614783685,-0.018721757360812052,0.7706056091770874,0.41553592477103257,12.033727387502093,0.24067454775004188,0.26690708580210537,0.9,0.8665464570989473,0.9,5,5,0.14286208152770996,,
LASSO,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.012753689845137441,0.027912751609416954,,-0.42175465296808295,-0.003707836012664445,-0.012943808295217019,-0.042236488614783685,0.029292680319566666,0.5586905033872285,0.12901228427045836,32.960303378218136,0.6592060675643627,0.7982167307615683,0.52,0.6008916346192159,0.52,24,24,1.2085695266723633,,
LASSO_sector,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.016853946683412564,0.029146257950876553,,-0.2991401145676513,-0.004063063872016142,-0.009650837346703911,-0.042236488614783685,0.032585651268079774,0.5595784318354833,0.042055872870199684,31.094288350437296,0.6218857670087459,0.8775376740721273,0.52,0.5612311629639364,0.52,24,24,1.3949065208435059,,
MIQP_Gurobi,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.014581613323232923,0.020632656163233516,,-0.6223497948600504,-0.004244658683490215,-0.018358344360732803,-0.042236488614783685,0.02387814425405088,0.5227676373287464,0.11080703315489368,32.59998925084329,0.6519997850168657,0.8264837696700509,0.6,0.5867581151649746,0.6,20,20,1.506408929824829,0.0048419630593866435,True
Layered,50,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.014328442588575385,0.02184171073465343,,-0.7495751398125838,-0.00689374326948701,-0.02184899277808916,-0.042236488614783685,0.020387495836694525,0.5209752536685622,0.05981799265651533,32.243437823490055,0.6448687564698011,0.9384644688149762,0.5,0.5307677655925118,0.5,25,25,8.486335277557373,0.004984317328870176,True
Stratified,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.014432305414947545,0.020473714009120177,,-0.6376799994131116,-0.0038003574418412588,-0.01865982740445482,-0.042236488614783685,0.023576661210328864,0.44041438788477216,0.10305918835456634,36.02685560530771,0.48035807473743614,0.31286447515301663,1.0,0.8435677624234916,1.0,0,0,0.13840556144714355,,
Stratified_sector,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.016111309329138367,0.023891076291178988,,-0.4883097434389517,-0.004154314154516384,-0.014301099777038084,-0.042236488614783685,0.0279353888377456,0.44139880577754553,0.04148203884636361,35.76736670776963,0.4768982227702618,0.33970172119671666,1.0,0.8301491394016417,1.0,0,0,0.19462919235229492,,
MarketCap,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.013771209468120176,0.018761500650546107,,-0.8851441365910117,-0.003872108818127242,-0.025346212476361374,-0.042236488614783685,0.01689027613842231,0.44233243626626106,0.08627463492347943,36.51318058892411,0.4868424078523214,0.2725558867771348,1.0,0.8637220566114325,1.0,0,0,0.12495684623718262,,
MarketCap_sector,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.014746864818969542,0.022130065037116148,,-0.8142675676928199,-0.004709326156327619,-0.02304221689591568,-0.042236488614783685,0.019194271718868006,0.4341483835346909,0.03758992418475185,38.384528519995,0.5117937135999333,0.29409723001492577,1.0,0.8529513849925371,1.0,0,0,0.1863386631011963,,
Contribution,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.04238960581729305,0.07328024348462578,,-1.653860444708563,-0.04179842295914081,-0.06161002743180666,-0.042236488614783685,-0.019373538817022973,0.7307245577785246,0.44521763260319075,16.04651090764405,0.2139534787685873,0.9285750755980496,0.8933333333333333,0.5357124622009752,0.8933333333333333,8,8,0.12319254875183105,,
Contribution_sector,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.06481960211560141,0.09957932504871869,,-0.7475692735614026,-0.030013662650689894,-0.032991857717286854,-0.042236488614783685,0.00924463089749683,0.7867370566395295,0.22364781165244718,11.4937203250188,0.15324960433358398,1.289685042837398,0.8933333333333333,0.355157478581301,0.8933333333333333,8,8,0.18012166023254395,,
LASSO,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.009708456033454887,0.023551553541174882,,-0.5054373476027025,-0.0028464253483567927,-0.015344824127168977,-0.042236488614783685,0.026891664487614708,0.507011847624618,0.12504971185047034,39.122323748388055,0.5216309833118408,0.8177968818011163,0.5333333333333333,0.5911015590994418,0.5333333333333333,35,35,1.5410897731781006,,
LASSO_sector,75,2026-Q1,2023-12-28,2025-12-31,2026-01-01,2026-03-24,459,0,0.9,504,0.012282102480937878,0.025519785100978028,,-0.398668606470422,-0.003088874579993413,-0.012290466552278723,-0.042236488614783685,0.029946022062504962,0.50185464702593,0.03973042327976995,38.8729419470857,0.5183058926278094,0.9418987235131128,0.5333333333333333,0.5290506382434437,0.5333333333333333,35,35,1.486100196838379,,
