model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.019990696651089317,0.024818505715743212,,2.5892713364753988,-0.006129535859426945,0.10771274782517049,0.07027218611635555,0.037440561708814935,0.5149374033230216,0.1660434486204306,33.030510680606724,0.6606102136121345,,,,,,,0.09757566452026367,,
Stratified_sector,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.027154204765568433,0.03164269445792159,,2.754493104192678,-0.010533032223706648,0.11699813091750055,0.07027218611635555,0.046725944801145,0.4933760020613286,0.047342965059083066,30.72892652765274,0.6145785305530548,,,,,,,0.12937688827514648,,
MarketCap,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.020606670566262444,0.02580582249539218,,2.7651090271106624,-0.006247295321392676,0.11319124503421407,0.07027218611635555,0.04291905891785852,0.524225138226105,0.1591488963524351,30.468102961454477,0.6093620592290896,,,,,,,0.06911325454711914,,
MarketCap_sector,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.022405964906645905,0.026716863249607887,,2.851452309426338,-0.006258305576924701,0.11681957168865265,0.07027218611635555,0.046547385572297095,0.5289299318576951,0.057159815202544394,28.568529196249216,0.5713705839249843,,,,,,,0.11983561515808105,,
Contribution,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.04000273248375162,0.04460387027298127,,2.106323748450891,-0.01707376342105142,0.09574417387215828,0.07027218611635555,0.025471987755802727,0.7584826940408247,0.36457985195893683,10.666090834486866,0.21332181668973732,,,,,,,0.07126450538635254,,
Contribution_sector,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.05867910729719633,0.0789555128838572,,2.2842663589159082,-0.036889021097169634,0.11728780639143155,0.07027218611635555,0.047015620275076,0.791664634195965,0.13270771182543112,10.669015007679585,0.2133803001535917,,,,,,,0.18037080764770508,,
LASSO,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.013198887927183394,0.020549609599648574,,2.0751839505123826,-0.007112641915422126,0.08825994509113011,0.07027218611635555,0.01798775897477456,0.6441902536511259,0.15855660424316545,34.30341769477358,0.6860683538954716,,,,,,,3.226670503616333,,
LASSO_sector,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.01636516016787443,0.022583566950866933,,2.190718113766389,-0.007578691253491598,0.09346137128349419,0.07027218611635555,0.023189185167138637,0.6469322162981489,0.052202227631639585,30.21255643798012,0.6042511287596024,,,,,,,1.3187787532806396,,
MIQP_Gurobi,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.014126939197865953,0.021622927708220906,,2.2047119948188705,-0.002850248153395813,0.09414864674886703,0.07027218611635555,0.023876460632511476,0.6065401261235289,0.1883555013021837,34.1752633906618,0.683505267813236,,,,,,,6.187658071517944,0.004915560926258663,True
Layered,50,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.014700426172239713,0.01926646883005394,,2.866572786761282,-0.0018261651904227447,0.12135408415719984,0.07027218611635555,0.05108189804084429,0.5991797209072943,0.05307439817892709,33.904986510968186,0.6780997302193638,,,,,,,9.691561222076416,0.004866100344543079,True
Stratified,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.014935846775747736,0.020444817647576042,,2.593164427468954,-0.003951368331119129,0.10720091182102331,0.07027218611635555,0.036928725704667764,0.4821850715179322,0.1457791387394229,40.91418705456998,0.545522494060933,,,,,,,0.18333864212036133,,
Stratified_sector,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.01736702810272641,0.02369281260320692,,2.6686631088487607,-0.004733329987489952,0.10929346572863974,0.07027218611635555,0.03902127961228419,0.4869330908824051,0.050834545292312884,37.939239823133626,0.505856530975115,,,,,,,0.22314000129699707,,
MarketCap,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.014532763632791363,0.02116388565475539,,2.4730273906174696,-0.004402508541154065,0.1006655814895574,0.07027218611635555,0.030393395373201848,0.49065459448630844,0.1106028938009448,42.109309226732684,0.5614574563564357,,,,,,,0.13173985481262207,,
MarketCap_sector,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.015808591833241317,0.02244975166293137,,2.5591422360358886,-0.00491695846645282,0.1051512097958689,0.07027218611635555,0.034879023679513343,0.4926759617596833,0.0421875553846106,41.634382715913546,0.5551251028788473,,,,,,,0.3748643398284912,,
Contribution,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.034314474928686674,0.04506333961381769,,1.833397376438377,-0.018102109014221865,0.08260240557795617,0.07027218611635555,0.012330219461600622,0.7384158331346207,0.3505449159736169,14.767007173692921,0.19689342898257228,,,,,,,0.1873784065246582,,
Contribution_sector,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.05134085622630231,0.05882534059131477,,2.307184211820306,-0.02489709691814554,0.11081098768459574,0.07027218611635555,0.04053880156824019,0.7390158723216599,0.07752397449453476,16.344781189646067,0.21793041586194756,,,,,,,0.22859954833984375,,
LASSO,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.009084967337894581,0.01324873590221249,,2.449803860044383,-0.0010448386703207392,0.10411555109192228,0.07027218611635555,0.033843364975566725,0.5921185375873024,0.15189612778009084,45.379395726150356,0.6050586096820048,,,,,,,1.541093349456787,,
LASSO_sector,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.01207432380273861,0.016086869287693095,,2.586943431418399,-0.0017591644595969722,0.11091295047382976,0.07027218611635555,0.04064076435747421,0.5796276215423846,0.04975096048065286,42.524886181208906,0.5669984824161187,,,,,,,1.5422489643096924,,
MIQP_Gurobi,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.01148163447665518,0.01516267726388644,,2.005059504686374,-0.004638238683088609,0.08336670880594488,0.07027218611635555,0.013094522689589327,0.5305437921179648,0.14690162249543767,49.44693942730786,0.6592925256974381,,,,,,,1.534433364868164,0.0027478489985029225,True
Layered,75,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.011056933534778664,0.01711697137680396,,2.337390292509361,-0.0018243055682858854,0.09752290974154021,0.07027218611635555,0.02725072362518466,0.5518872097907899,0.03570122225676585,47.82083168156583,0.6376110890875444,,,,,,,3.3051271438598633,0.0019809455157012014,True
Stratified,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.01162034362050931,0.017288305661499363,,2.3949634432107976,-0.0034613250672745413,0.10017328617656673,0.07027218611635555,0.029901100060211183,0.4542688149503932,0.15355342596868787,48.53610630070551,0.4853610630070551,,,,,,,0.19406771659851074,,
Stratified_sector,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.013925607053555925,0.019859466478102626,,2.549032284711795,-0.0036723258254367716,0.106745412835479,0.07027218611635555,0.03647322671912345,0.4617480601902785,0.05318445862299896,44.87519106411515,0.4487519106411515,,,,,,,0.30185890197753906,,
MarketCap,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.011779586102135904,0.017027133170398088,,2.5216803355073996,-0.002460007650920283,0.10516641155635309,0.07027218611635555,0.03489422543999754,0.43816403073139915,0.11809546797251377,52.22362146454332,0.5222362146454332,,,,,,,0.17302846908569336,,
MarketCap_sector,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.013069806431372549,0.020326848089287846,,2.592012350425372,-0.003190202896146681,0.10865535871753695,0.07027218611635555,0.0383831726011814,0.4552430284248329,0.04836502232377423,50.19042151699267,0.5019042151699267,,,,,,,0.2700355052947998,,
Contribution,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.031792631476584114,0.04122704945557138,,1.7418430550418376,-0.013289073921188058,0.07848318349210448,0.07027218611635555,0.00821099737574893,0.7259164031631946,0.33357086520546886,18.793615529757478,0.1879361552975748,,,,,,,0.17280888557434082,,
Contribution_sector,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.04785679571222103,0.05236323036781264,,2.013170863509283,-0.026972671213255014,0.09319636565998679,0.07027218611635555,0.02292417954363124,0.7925662902001502,0.07752397545504039,15.791413012488457,0.15791413012488456,,,,,,,0.27784013748168945,,
LASSO,100,2023-Q1,2020-12-31,2022-12-30,2023-01-01,2023-03-31,459,0,0.9,504,0.007674525306610726,0.016874776513859397,,2.186467797394214,-0.0023678449018907765,0.09346326698965823,0.07027218611635555,0.023191080873302683,0.5675885953512866,0.1363606058647314,51.283789230712,0.5128378923071201,,,,,,,1.5550825595855713,,
