model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.01678295832923846,0.02175238769592969,,5.004043259679648,-0.0038506323108021333,0.11176461320355502,0.07792323071187113,0.03384138249168389,0.49076328860939256,0.12237608753829175,30.897615212691367,0.6179523042538273,0.21955802689776038,1.0,0.8902209865511198,1.0,0,0,0.06884407997131348,,
Stratified_sector,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.020213234325685454,0.02694258752815812,,5.127633014468512,-0.0065541554807311275,0.11747581694972076,0.07792323071187113,0.03955258623784963,0.503077058281086,0.04830396560754229,28.941800252700283,0.5788360050540057,0.1474852440101873,1.0,0.9262573779949064,1.0,0,0,0.10575246810913086,,
MarketCap,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.017616094533976345,0.022971413743288326,,5.1023069608181135,-0.005770943834058668,0.11496165131580804,0.07792323071187113,0.03703842060393692,0.47446829102192767,0.13498503050020008,29.88345886900626,0.5976691773801253,0.2276509971666068,1.0,0.8861745014166966,1.0,0,0,0.04497671127319336,,
MarketCap_sector,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.01896639295035382,0.025695877106188498,,5.3838034678173505,-0.006994870118124873,0.12122615551699645,0.07792323071187113,0.04330292480512532,0.47036606793160674,0.0646610502985472,30.442999011432345,0.608859980228647,0.22947925787192558,1.0,0.8852603710640372,1.0,0,0,0.11064553260803223,,
Contribution,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.04842535629764279,0.06533416210697182,,1.971485215304039,-0.044935558056157135,0.058078673913498635,0.07792323071187113,-0.019844556798372492,0.7501052437453979,0.3924948980279168,14.607739054161618,0.29215478108323234,0.9114785476290127,0.82,0.5442607261854937,0.82,9,9,0.05898880958557129,,
Contribution_sector,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.07230316596107911,0.08410793255001417,,0.8746624091802451,-0.061087865657346016,0.02684669179773569,0.07792323071187113,-0.05107653891413544,0.8187799228917736,0.14993972920805118,10.361724186099122,0.20723448372198244,1.1902861599573806,0.82,0.4048569200213097,0.82,9,9,0.09252262115478516,,
LASSO,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.011809961715549261,0.0268047339780009,,4.971928949551537,-0.005772003076729083,0.11109018837939355,0.07792323071187113,0.03316695766752242,0.5642156278210722,0.13460910509669238,33.085649915656866,0.6617129983131373,1.1088693191912202,0.46,0.4455653404043899,0.46,27,27,1.4867615699768066,,
LASSO_sector,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.01641803555735373,0.03036283294642293,,5.173998985680848,-0.00846395491459591,0.11971699094225396,0.07792323071187113,0.04179376023038284,0.5936717532258453,0.04811325832633896,29.155907849150672,0.5831181569830135,1.1266468673379266,0.46,0.4366765663310367,0.46,27,27,1.6067428588867188,,
MIQP_Gurobi,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.01305292096653594,0.018668403623201307,,4.127545057235257,-0.005962268175550175,0.0900316037388531,0.07792323071187113,0.012108373026981978,0.5334501771594312,0.1352770109103407,33.82159196195185,0.676431839239037,0.7939882175715522,0.54,0.6030058912142239,0.54,23,23,1.2343502044677734,0.004578527085656454,True
Layered,50,2025-Q3,2023-06-27,2025-06-30,2025-07-01,2025-09-30,459,0,0.9,504,0.014037213829565553,0.023678757640557706,,3.7951576591966165,-0.016044481426300702,0.0802917776142873,0.07792323071187113,0.0023685469024161687,0.5444396270441086,0.05161173256203272,34.443241500899795,0.6888648300179959,0.7371512035428333,0.58,0.6314243982285834,0.58,21,21,10.729379892349243,0.004954922133659308,True
