model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.0208131426336014,0.01674646510734748,,4.076285204997504,-0.007973744361681315,0.12487128931121161,0.11235416923349062,0.012517120077720989,0.5265620530199484,0.17059341427482472,31.996426398302706,0.6399285279660542,0.1417591264836339,1.0,0.929120436758183,1.0,0,0,0.07289290428161621,,
Stratified_sector,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.028619597784311814,0.023531029745024305,,3.7446001442690484,-0.01697469878152917,0.11462566841226574,0.11235416923349062,0.002271499178775116,0.5154801294746147,0.04963298422442896,28.79854966169061,0.5759709932338122,0.08775350237816144,1.0,0.9561232488109193,1.0,0,0,0.09759354591369629,,
MarketCap,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.02139827376021736,0.024360200173526234,,4.312923866133196,-0.008011630562674258,0.12700602528007954,0.11235416923349062,0.014651856046588918,0.5219542993242509,0.1659471603583495,30.809868399781585,0.6161973679956317,0.10145851078461414,1.0,0.9492707446076929,1.0,0,0,0.05379223823547363,,
MarketCap_sector,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.0239495709059244,0.026282922775591366,,4.501427817685415,-0.006651768651286801,0.13243311118390788,0.11235416923349062,0.02007894195041726,0.5234913851995846,0.05715982133613045,29.360728845569312,0.5872145769113862,0.09657638272860068,1.0,0.9517118086356997,1.0,0,0,0.09622335433959961,,
Contribution,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.0411774177568775,0.039057916677499915,,3.2818197540457996,-0.02115914833693616,0.10362036043017597,0.11235416923349062,-0.008733808803314647,0.7775679095684705,0.43116405566748345,9.953833917285035,0.1990766783457007,0.2651549713339637,0.92,0.8674225143330181,0.92,4,4,0.06949281692504883,,
Contribution_sector,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.062102450699471096,0.05749563720747566,,2.75727345828752,-0.03244495347293523,0.09747280361875754,0.11235416923349062,-0.014881365614733078,0.7923603522491443,0.206415794269827,8.438600301932873,0.16877200603865744,0.42945997604087427,0.92,0.7852700119795628,0.92,4,4,0.09718513488769531,,
LASSO,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.011943724432382452,0.018478777535179666,,4.201835427794198,-0.0033069244845024175,0.12799825656227748,0.11235416923349062,0.01564408732878686,0.6359548455915205,0.1356745187384107,35.24663931834248,0.7049327863668496,0.9842651087318286,0.62,0.5078674456340857,0.62,19,19,1.4024224281311035,,
LASSO_sector,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.016276043381388987,0.024661722521232617,,4.289596915283231,-0.003850396477407203,0.13265068197129803,0.11235416923349062,0.020296512737807415,0.6208828916648048,0.053113329272519424,31.213870685566,0.6242774137113201,0.9127762126665308,0.62,0.5436118936667347,0.62,19,19,1.3210821151733398,,
MIQP_Gurobi,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.013905597032107498,0.017826921952758912,,4.349886534381828,-0.005474164264718678,0.13461571654051752,0.11235416923349062,0.022261547307026897,0.6182024211508733,0.15085244978206117,37.84014405695093,0.7568028811390186,0.9300654379634833,0.44,0.5349672810182584,0.44,28,28,2.187295436859131,0.004647051592856844,True
Layered,50,2023-Q4,2021-09-29,2023-09-29,2023-10-01,2023-12-31,459,0,0.9,504,0.015179382627927217,0.020049229236279224,,4.3992376332262895,-0.005590931153100352,0.12952414338236062,0.11235416923349062,0.017169974148870004,0.591576673041497,0.063853555481388,35.385739607949105,0.7077147921589821,0.8046522565103376,0.58,0.5976738717448312,0.58,21,21,5.930356502532959,0.004923631062925096,True
