model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.018837103371952556,0.020683013708118102,,1.6978694467341917,-0.00482181997381379,0.12008403463159478,0.1056870884530492,0.014396946178545589,0.49378949923190346,0.13166096967588284,31.272862096609646,0.6254572419321929,0.15948486797896352,1.0,0.9202575660105182,1.0,0,0,0.0582427978515625,,
Stratified_sector,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.022152926512735108,0.021853596831472245,,1.78986657827912,-0.008293119216696395,0.12572337964818914,0.1056870884530492,0.020036291195139944,0.49750502111384587,0.050998773191014354,30.320962382897545,0.6064192476579509,0.3248737156477625,1.0,0.8375631421761187,1.0,0,0,0.16638684272766113,,
MarketCap,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.019612558831120855,0.018626741804378677,,1.7187039858750588,-0.00903177136635221,0.12019243322435003,0.1056870884530492,0.014505344771300832,0.4865497151487729,0.11074865040720756,29.580432098313096,0.591608641966262,0.17294391375377252,1.0,0.9135280431231138,1.0,0,0,0.07662701606750488,,
MarketCap_sector,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.020362624710958135,0.022188840714429003,,1.7432858796355588,-0.009105850876124626,0.12177123010254332,0.1056870884530492,0.01608414164949412,0.4856398166890954,0.05715983775946856,29.467459082327476,0.5893491816465495,0.1859381804119455,1.0,0.9070309097940272,1.0,0,0,0.10953450202941895,,
Contribution,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.04299954931360311,0.06575889191213564,,1.682136381715515,-0.021121832375732858,0.13910442087200137,0.1056870884530492,0.03341733241895217,0.7031569824445263,0.4096406237088971,16.99421867682819,0.3398843735365638,0.5916975117339722,0.84,0.7041512441330139,0.84,8,8,0.04783058166503906,,
Contribution_sector,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.05328097733998957,0.07901708307335113,,1.5866487528753719,-0.019732017921305092,0.13181592107542017,0.1056870884530492,0.02612883262237098,0.7317640011452814,0.24210609319745355,15.703091424288852,0.314061828485777,0.9108983448426379,0.84,0.544550827578681,0.84,8,8,0.08353447914123535,,
LASSO,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.013199812877341606,0.020239870977134238,,1.4170917681233353,-0.012096684795098095,0.09929848556539866,0.1056870884530492,-0.00638860288765053,0.5762318970278941,0.1404087559553284,31.576590288072502,0.6315318057614501,0.8234266528153928,0.56,0.5882866735923036,0.56,22,22,1.4654085636138916,,
LASSO_sector,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.015496983867112292,0.021733753491311326,,1.5588847094012503,-0.008040558497644562,0.10946522592631491,0.1056870884530492,0.003778137473265719,0.5770164164733009,0.050967067681615366,31.1946643495831,0.623893286991662,0.8594547075339413,0.56,0.5702726462330294,0.56,22,22,1.386892318725586,,
MIQP_Gurobi,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.012229721176897208,0.020181863576915076,,1.4610660424807163,-0.016442838741426956,0.10138225765068087,0.1056870884530492,-0.00430483080236832,0.555842626534029,0.12293853140273292,34.73823345395721,0.6947646690791441,0.5916023768505243,0.68,0.7041988115747378,0.68,16,16,120.22250628471375,0.005161603086648009,False
Layered,50,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.012719088840011744,0.022586299300786435,,1.5292627549378441,-0.012480623840169838,0.10672108232865107,0.1056870884530492,0.0010339938756018796,0.546903875734538,0.05078230453492814,35.48877230189001,0.7097754460378002,0.6488091549563033,0.64,0.6755954225218483,0.64,18,18,180.49545335769653,0.00531564257388603,False
Stratified,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.015637608032762533,0.016331000102316664,,1.5944771362611974,-0.00946099693208347,0.11164752117724364,0.1056870884530492,0.005960432724194442,0.45629187511337577,0.10172294284408034,35.940652069214806,0.47920869425619744,0.26716308134435673,1.0,0.8664184593278217,1.0,0,0,0.14599967002868652,,
Stratified_sector,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.01692216761049338,0.020047197638149463,,1.6129684692767687,-0.012962218043842781,0.11212078875891618,0.1056870884530492,0.006433700305866985,0.4439464317564895,0.045900563165132316,36.03220948573587,0.4804294598098116,0.25482909359830175,1.0,0.8725854532008491,1.0,0,0,0.21541953086853027,,
MarketCap,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.014026003026412043,0.015748901195127812,,1.5656001334587593,-0.004241857075583217,0.11092434563830467,0.1056870884530492,0.005237257185255473,0.45653618081673986,0.0916686904159003,37.11962266817904,0.4949283022423872,0.27671011339309853,1.0,0.8616449433034508,1.0,0,0,0.1382763385772705,,
MarketCap_sector,75,2025-Q2,2023-03-28,2025-03-31,2025-04-01,2025-06-30,459,0,0.9,504,0.015023532076181569,0.017206155180742637,,1.6321517075404353,-0.003918300705800336,0.11572690822523102,0.1056870884530492,0.010039819772181824,0.4515343998579131,0.03842999698732655,38.14404041675716,0.5085872055567621,0.25732468678753107,1.0,0.8713376566062345,1.0,0,0,0.20810484886169434,,
