model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Layered_LW,100,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.011726223941004246,0.026661782886120748,,0.6653940581744744,-0.011309280472820604,0.01700686163682663,0.023479252321112254,-0.006472390684285623,0.47906652371350256,0.04639753856613849,43.115060182398544,0.43115060182398546,0.676313729193609,0.56,0.6618431354031955,0.56,44,44,3.071171998977661,0.002596282878854341,True
Layered_noLW,100,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.008976169241876237,0.02837548094675199,,1.294402064452581,-0.008891849321798961,0.034375808768047245,0.023479252321112254,0.01089655644693499,0.4522651431872147,0.04927729493093309,46.44198805880104,0.46441988058801037,0.4854334117011974,0.76,0.7572832941494013,0.76,24,24,2.8831727504730225,0.0008290259564498944,True
Layered_LW,150,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.010962525672757671,0.026978124824826852,,0.8726529324286484,-0.009404467623256661,0.022935219875708235,0.023479252321112254,-0.0005440324454040191,0.4467659664801772,0.04708395994215536,46.945561304480115,0.3129704086965341,0.5136772942336209,0.74,0.7431613528831895,0.74,39,39,2.110186815261841,0.0020233389464904337,True
Layered_noLW,150,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.0103427976299752,0.029893718123969695,,0.8932463935662831,-0.010920109113742665,0.02312333558722468,0.023479252321112254,-0.0003559167338875735,0.4554730473787652,0.04245441873201516,46.35755121426204,0.3090503414284136,0.4584332471175082,0.74,0.770783376441246,0.74,39,39,2.265317678451538,0.0019473133598285116,True
Layered_LW,200,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.008642314958790346,0.02441301384226443,,0.9994110318374517,-0.007210663576927221,0.026645806115932258,0.023479252321112254,0.003166553794820004,0.38215911684765347,0.04451593507089709,49.7878897132907,0.2489394485664535,0.442586613920428,0.77,0.778706693039786,0.77,46,46,2.221662759780884,6.89811622717117e-06,True
Layered_noLW,200,2025-Q4,2023-09-27,2025-09-30,2025-10-01,2025-12-31,459,0,0.9,504,0.009184899862014628,0.02966578894777789,,0.7939182423667781,-0.012841891485507892,0.020578763230098218,0.023479252321112254,-0.0029004890910140357,0.4023057257579411,0.0414330769833427,49.46469687562869,0.24732348437814344,0.45157391610397596,0.76,0.774213041948012,0.76,48,48,1.9953725337982178,0.0009103714800229633,True
