model,K,n_daily_obs,IR_full_period,TE_annual_oos_full,portfolio_return_full_period,benchmark_return_full_period,tracking_difference_full_period,information_ratio_full_period,n_oos_days
Layered_LW,100,808,2.154206933642175,0.021762235259422114,0.9899526529621232,0.707610396454617,0.2823422565075062,2.154206933642175,808
Layered_noLW,100,808,2.2593279986837618,0.022625922218320653,1.0167639305995984,0.707610396454617,0.30915353414498137,2.2593279986837618,808
Layered_LW,150,808,1.9138278504824289,0.02229878238575449,0.9632596864821887,0.707610396454617,0.25564929002757175,1.9138278504824289,808
Layered_noLW,150,808,1.7167239067357938,0.02369225249426638,0.9507613214958139,0.707610396454617,0.24315092504119695,1.7167239067357938,808
Layered_LW,200,808,1.7162740443693707,0.021208245951764484,0.9242723021875829,0.707610396454617,0.21666190573296595,1.7162740443693707,808
Layered_noLW,200,808,1.8243926689040972,0.02216196756717368,0.9488623715813365,0.707610396454617,0.24125197512671948,1.8243926689040972,808
