Asset,Benchmark_Weight,Portfolio_Weight
NVDA,0.09462085449645044,0.09191890317779741
MSFT,0.06275946602936626,0.08566892594853194
AAPL,0.0843270991894632,0.08488510832200087
GOOGL,0.07815941437703526,0.07979573584910096
GOOG,0.07810092904076046,0.07967282200088426
AMZN,0.04691622704499371,0.043035334556272266
COST,0.00920814811464499,0.03330351482693974
META,0.03493366770407141,0.03132238292977586
TSLA,0.032226852941215155,0.029685075664753688
NI,0.0004645361004628556,0.027842550201090294
SYY,0.000897172235499963,0.017694291168759188
SYK,0.0031054775449190757,0.0164594432235213
NFLX,0.0075423443731800635,0.01627483324305902
ITW,0.0017584866272581674,0.01620715383315137
NEE,0.004028716158653584,0.014579662106830087
GS,0.005911345853740743,0.013565847565367592
GE,0.007557086243025192,0.01329811469651363
PFG,0.00045024662721575775,0.012890634644319424
CLX,0.00032534590593493,0.012394368226624881
ZTS,0.0012020019621714693,0.011346156533528976
QCOM,0.003268504593254045,0.010227517051207505
TMO,0.00410754242378258,0.009933030601293514
CMI,0.0017079926407666045,0.008922734623694722
MU,0.009831296726728106,0.008903805334038308
NDAQ,0.0010632743236855876,0.00881007200242618
TEL,0.0014548358265771143,0.0080990561208044
AMAT,0.006267572465966245,0.008065122355581019
SLB,0.001618409246367237,0.008050509345318894
AMD,0.006980289491573658,0.00778236463583401
MLM,0.0008600446334505142,0.0075633189472178826
MET,0.0010517501563922158,0.007538058567222033
TXN,0.004061030767150246,0.0072861455735720605
GEV,0.004998533584667293,0.006664640722293132
ANET,0.0034477023769667187,0.006634794269152554
AXP,0.004855267515907933,0.00656880979342589
ABNB,0.0017260475225238515,0.00634578226346883
STE,0.0005254531599301168,0.00620044916637722
MKC,0.00039080027641488963,0.006125699411177333
MNST,0.00177971590478464,0.0058353630918674855
TAP,0.00019936066400568747,0.0057978715348141205
TRGP,0.0010458736068064143,0.005698359247090407
DHR,0.0031108541293236487,0.005527596463134054
FOX,0.0005105788298763916,0.005508723410155239
AMP,0.0009510022217981488,0.0054899191759429
ADM,0.0006819366223022282,0.005304914560924225
NDSN,0.00034335959028573344,0.0052066607958546505
MCO,0.001786891399555424,0.004977249796963867
PEG,0.0009007469822408974,0.004935602917848775
NTAP,0.0004159847632508946,0.004802190191264819
TPR,0.0006903784315013758,0.004442001691144177
STLD,0.0005956967181470187,0.004441489405736344
OKE,0.0011122001397258167,0.004399953806192383
DLR,0.00129681497342515,0.0038834160734286458
MS,0.005929393847739337,0.00386747296563723
RMD,0.0007887057924623021,0.003562280372563261
CSGP,0.00040088959443535595,0.003521875798236867
APH,0.003836140970084951,0.0033719622540708104
TXT,0.000361070062586082,0.003369117382689445
MRNA,0.00042470100658387487,0.0031049762831426393
NUE,0.0008447818768572483,0.0028416157475917576
CPAY,0.0004959336899918468,0.0026970002012100154
PRU,0.0007483853698892306,0.0024542072108186767
RVTY,0.00024156648136455734,0.0023807845270929612
ROK,0.000972033390166363,0.0023450593297638035
AME,0.001146609832210771,0.0023191772840142214
PPG,0.0005800853548689253,0.0021708305342091564
DLTR,0.0005442799872384047,0.0020857688461984954
STZ,0.0005699902253020955,0.0020413998170608666
TT,0.002130685435218199,0.001926937465785115
PCG,0.0008722707494476153,0.0018586866012706173
CEG,0.0024639918251679028,0.0017312649895916091
PWR,0.0017710824437009711,0.0012959660307920787
ALGN,0.0002882739871093419,0.0006739200284156893
SRE,0.0013060693659513918,0.0006141805539737476
HWM,0.0022023417157833332,0.0004739983641653552
C,0.004369901972308414,0.00034857195177227264
A,0.0007208701085735243,0.0003410735489763448
HLT,0.001552832790365152,0.0003265017732354485
IEX,0.0003316806851893715,0.00018256734661977015
MTD,0.0005913799445566927,0.00013674326121125926
PODD,0.00037214572916991124,6.649586607582071e-05
HST,0.0002972300966374147,3.72536334923317e-05
MPWR,0.0012082785183410466,3.304754942548952e-05
SOLV,0.00028050999793439194,5.180815606658899e-06
FTV,0.00039923222750946517,8.653785680889614e-19
SWK,0.0002853574087561983,4.801779603812521e-19
TROW,0.00044249015000258883,4.538436094694191e-19
NRG,0.000822911090709227,4.044493919842705e-19
CFG,0.000576509058382294,3.6718568668177845e-19
ZBRA,0.00025027560017218083,3.6515895428598618e-19
HUBB,0.0005857533345130139,3.40905983183427e-19
DECK,0.0003658152762888737,3.2939481603154754e-19
APTV,0.00034991103259830503,2.9330752242488526e-19
IDXX,0.0011111030919663519,2.8489320948429226e-19
