Asset,Benchmark_Weight,Portfolio_Weight
AAPL,0.0843270991894632,0.09021236918074067
NVDA,0.09462085449645044,0.08714779360992353
MSFT,0.06275946602936626,0.0816902349301635
GOOG,0.07810092904076046,0.08141985737202803
GOOGL,0.07815941437703526,0.08135160791095086
SYK,0.0031054775449190757,0.03735326926602091
MA,0.00965648678966536,0.03417481240475396
AMZN,0.04691622704499371,0.030736701279405424
META,0.03493366770407141,0.029889011935510582
TSLA,0.032226852941215155,0.02982441117031765
CSCO,0.0064862911756663364,0.02982297546024382
ROP,0.0007967443233923135,0.026541222655816134
ITW,0.0017584866272581674,0.02053409306413502
HON,0.0034119655855832875,0.020097163961647464
NFLX,0.0075423443731800635,0.01731353178358659
TRGP,0.0010458736068064143,0.015699464773378836
SPG,0.0016062743931722888,0.014693530341061122
MLM,0.0008600446334505142,0.014054394160454372
DLR,0.00129681497342515,0.013899787851036816
A,0.0007208701085735243,0.013429025642608488
PPG,0.0005800853548689253,0.013075569817223973
NDAQ,0.0010632743236855876,0.0118963077862019
SPGI,0.0027845305490964093,0.011548380016188325
TDY,0.0006699268249753244,0.01103178213077489
GE,0.007557086243025192,0.01046174434858322
SLB,0.001618409246367237,0.01014524538407859
QCOM,0.003268504593254045,0.009518027522928732
AMAT,0.006267572465966245,0.00901987504427502
ORCL,0.009080638482580353,0.008190265454515115
PLTR,0.00683404033454166,0.007435744420786902
CTSH,0.0006591283261045431,0.007388689835447024
GLW,0.0027104911040373185,0.0073557886774904555
RJF,0.0006627952827144453,0.007002350564213472
PFG,0.00045024662721575775,0.006825821281117389
NWSA,0.0002971854768758904,0.006719813371261583
MU,0.009831296726728106,0.0066618155917995735
INTC,0.0047731867848153685,0.005854773944685356
CEG,0.0024639918251679028,0.005574915620907515
SNA,0.0004227026095076748,0.005314752939076443
MMM,0.0018396869306009044,0.005273440575454349
NWS,0.00031388045678407535,0.005222491638757477
HLT,0.001552832790365152,0.005145597076794334
TEL,0.0014548358265771143,0.004903583818038159
TXT,0.000361070062586082,0.004224205452966343
STT,0.0007765682702608758,0.004209250947880814
PNC,0.0018936549303631008,0.00406419956894945
MTD,0.0005913799445566927,0.0039525232581753104
TXN,0.004061030767150246,0.0035110004109364175
AMD,0.006980289491573658,0.003369919003112267
HWM,0.0022023417157833332,0.003244362501488382
STX,0.0018778642270690785,0.0028958967717951723
PWR,0.0017710824437009711,0.002709159639692676
CRM,0.003991558767047961,0.0026142676194238755
PYPL,0.000895447196345306,0.0025912032630980696
GNRC,0.0002890767553803552,0.002556613425437047
DDOG,0.0008584288513674911,0.0022835444194068064
TPR,0.0006903784315013758,0.0018470850391969947
CMI,0.0017079926407666045,0.0011675187212786774
DAY,0.00023500193078629915,0.0010513991243714226
NUE,0.0008447818768572483,0.0009805824741783346
STLD,0.0005956967181470187,0.0005212704037516447
APTV,0.00034991103259830503,0.0003213013004441359
TT,0.002130685435218199,0.00021838868792043575
AME,0.001146609832210771,0.00020166553705669584
GEV,0.004998533584667293,1.2606815055510911e-05
COIN,0.0010262736285893213,2.8020141402046334e-18
DAL,0.00096800766742762,2.4495640988085265e-18
DELL,0.0017109213157458826,1.3006179558966824e-18
NXPI,0.0012306775955777572,1.2437196633443336e-18
HUBB,0.0005857533345130139,1.0759575755105596e-18
TROW,0.00044249015000258883,7.671363930333131e-19
SWKS,0.0001884164244666568,7.516240502860079e-19
GS,0.005911345853740743,6.866220262890665e-19
MS,0.005929393847739337,6.100157299546274e-19
CFG,0.000576509058382294,4.632654926333312e-19
PNR,0.0003460959246046249,4.516461159598935e-19
NDSN,0.00034335959028573344,3.1777757012192137e-19
HPQ,0.0003695641541782555,3.177433115515619e-19
NOW,0.0024241499296272524,2.9114395883324684e-19
AMP,0.0009510022217981488,1.640869769319604e-19
ROK,0.000972033390166363,1.5267973203230302e-19
ABNB,0.0017260475225238515,1.2560561730576127e-19
APH,0.003836140970084951,9.486769009248164e-20
ADSK,0.0010452049776351693,7.147273973384567e-20
C,0.004369901972308414,5.3888531033214597e-20
PRU,0.0007483853698892306,3.3343789265825587e-20
AXP,0.004855267515907933,0.0
ADI,0.0036471181430416306,0.0
APO,0.0013957200881915927,0.0
MCHP,0.0008527495499701165,0.0
MPWR,0.0012082785183410466,0.0
PH,0.0026927585693850343,0.0
NTAP,0.0004159847632508946,0.0
HST,0.0002972300966374147,0.0
NTRS,0.0005867003582793171,0.0
PANW,0.0025625286170403733,0.0
SYF,0.0005600814526553223,0.0
RL,0.00048290222281423744,0.0
MCO,0.001786891399555424,0.0
ANET,0.0034477023769667187,0.0
FTV,0.00039923222750946517,0.0
IR,0.0007850839506715775,0.0
ON,0.0005764906336278971,0.0
HPE,0.0005845949426530453,0.0
CRWD,0.0020194684518594244,0.0
RCL,0.0018282802856895502,0.0
ZBRA,0.00025027560017218083,0.0
TER,0.0011124455161278318,0.0
CPAY,0.0004959336899918468,0.0
SWK,0.0002853574087561983,0.0
PTC,0.00039317478816203795,0.0
NRG,0.000822911090709227,0.0
NCLH,0.0002394266054207744,0.0
MGM,0.00021627897948819764,0.0
RF,0.0005411560012528211,0.0
FCX,0.0020657357652535415,0.0
HBAN,0.0007483576466606522,0.0
MET,0.0010517501563922158,0.0
GEHC,0.0008039330770985046,0.0
SNPS,0.0017131439954632226,0.0
IEX,0.0003316806851893715,0.0
GRMN,0.001028306722749736,0.0
BEN,0.000300619455049353,0.0
LUV,0.0005536336065377418,0.0
GPN,0.00045820818744282134,0.0
TOTAL,0.7368369670914954,1.0
