Asset,Benchmark_Weight,Portfolio_Weight
MSFT,0.06275946602936626,0.1
AAPL,0.0843270991894632,0.09343886348227053
NVDA,0.09462085449645044,0.08956543494608421
GOOG,0.07810092904076046,0.0832634571864111
GOOGL,0.07815941437703526,0.08081516879591429
COST,0.00920814811464499,0.06430127300547606
AMZN,0.04691622704499371,0.05237225114171827
PEG,0.0009007469822408974,0.04507943963504914
SYK,0.0031054775449190757,0.040361119425758124
TSLA,0.032226852941215155,0.028750725720237465
STZ,0.0005699902253020955,0.026205393364860153
AMP,0.0009510022217981488,0.025253077618500916
GE,0.007557086243025192,0.02431569756030533
CMI,0.0017079926407666045,0.02207233363519851
SLB,0.001618409246367237,0.018906366192865804
DHR,0.0031108541293236487,0.017711227408061164
HLT,0.001552832790365152,0.01618921848484851
MS,0.005929393847739337,0.01458629420769028
APH,0.003836140970084951,0.014256007633083857
SPG,0.0016062743931722888,0.01298318175013548
QCOM,0.003268504593254045,0.01281869976169634
TROW,0.00044249015000258883,0.011467939743676334
ADI,0.0036471181430416306,0.01106361119933517
PWR,0.0017710824437009711,0.010440259707460847
C,0.004369901972308414,0.009725231812535701
STLD,0.0005956967181470187,0.00933146789201395
A,0.0007208701085735243,0.009176171166131758
GEHC,0.0008039330770985046,0.008948911229323408
GS,0.005911345853740743,0.006874806739157649
AMAT,0.006267572465966245,0.006660450936655455
RL,0.00048290222281423744,0.004464108499433156
MTD,0.0005913799445566927,0.004405544564170174
DLTR,0.0005442799872384047,0.004098871962993753
RVTY,0.00024156648136455734,0.0038137534995801668
FTV,0.00039923222750946517,0.003365124238814881
CEG,0.0024639918251679028,0.003198875504139935
FCX,0.0020657357652535415,0.002615513504738748
NXPI,0.0012306775955777572,0.0017525841648385254
AXP,0.004855267515907933,0.0015922118205909108
TGT,0.001096401343315377,0.00133957711196211
IDXX,0.0011111030919663519,0.0011289467992738245
MPWR,0.0012082785183410466,0.0011103687385256558
PNR,0.0003460959246046249,0.00018043820848245525
APO,0.0013957200881915927,4.008604693674697e-19
RCL,0.0018282802856895502,2.278508002574307e-19
HST,0.0002972300966374147,2.168404344971009e-19
PH,0.0026927585693850343,1.6686761768846925e-19
IR,0.0007850839506715775,1.5927466319892974e-20
HUBB,0.0005857533345130139,0.0
NRG,0.000822911090709227,0.0
TOTAL,0.5716083578542832,1.0
