asset,sector,weight,benchmark_weight
AAPL,Information Technology,0.062394772239777505,0.07587609631327111
MSFT,Information Technology,0.05472175552180577,0.06094636354453002
GOOGL,Communication Services,0.04380364359364108,0.07239892552115794
NVDA,Information Technology,0.043701558244840025,0.08669102331920935
TMUS,Communication Services,0.039743468448748494,0.00496922546705697
META,Communication Services,0.03210659370241701,0.03270761115770041
APH,Information Technology,0.02362985259068371,0.0032502220412673733
PG,Consumer Staples,0.020203354426887043,0.007198208353170877
AMZN,Consumer Discretionary,0.020061112168345163,0.04587353886334151
COST,Consumer Staples,0.019393966583653,0.008884946387147888
XOM,Energy,0.018671459841990434,0.012633351465696184
TSLA,Consumer Discretionary,0.016456189413054375,0.029850185562041342
SPGI,Financials,0.015690439557114643,0.0027464977272324037
HON,Industrials,0.01543593911956145,0.003179205327483308
QCOM,Information Technology,0.01517266078148511,0.0029051234473381547
PLD,Real Estate,0.015085222276542786,0.002507653505177129
CMCSA,Communication Services,0.014644244314519116,0.002331480490813052
BAC,Financials,0.0144600554086509,0.00712203423587344
UNH,Health Care,0.01402111729024737,0.005213919115716318
CRM,Information Technology,0.013897362901950872,0.0037972271186994303
BMY,Health Care,0.013779226875002257,0.00246185957935713
LOW,Consumer Discretionary,0.01360757474231449,0.0028331881973273623
TMO,Health Care,0.012988111544223283,0.0037390163636614464
TJX,Consumer Discretionary,0.012817749424612905,0.003555560106040382
NFLX,Communication Services,0.012815843229812416,0.008422120424236679
DIS,Communication Services,0.01268885655138067,0.0036106039479075333
UPS,Industrials,0.01187186142003369,0.0017427262007310468
JPM,Financials,0.011570846072070382,0.01565467073126919
HD,Consumer Discretionary,0.010965548584384479,0.007144493694985176
CSCO,Information Technology,0.010836595592245426,0.006230173010769433
ABT,Health Care,0.010803172246580154,0.0038173478584270218
MS,Financials,0.010530802815558935,0.005102743051968014
V,Financials,0.010444312750871267,0.012268947513625474
ORCL,Information Technology,0.010287884857378523,0.008814904386162356
PH,Industrials,0.010285963498447622,0.002337737443951193
LIN,Materials,0.01020958836942723,0.0045040019800460995
IBM,Information Technology,0.010195302422106577,0.004868623082490867
LLY,Health Care,0.009499088220835351,0.017772611588964014
MAR,Consumer Discretionary,0.00944922933085958,0.0017204283724574897
AVGO,Information Technology,0.009199859226165875,0.03141521097561776
C,Financials,0.0089733301425401,0.003736630337690517
DE,Industrials,0.008897201923307993,0.0031941712918412382
SNPS,Information Technology,0.00886625164401354,0.0016801085414679452
WELL,Real Estate,0.008805476387552344,0.00285816771773925
NEE,Utilities,0.008724883318277518,0.0038025425393533796
MRK,Health Care,0.008525275157327306,0.0057402068647985595
NEM,Materials,0.008462980118577742,0.0025445500147251113
KLAC,Information Technology,0.008214268757730264,0.003542307034345597
ACN,Information Technology,0.007907299603089838,0.0026734164423049675
WM,Industrials,0.007860126713490725,0.001989891125772924
MO,Consumer Staples,0.007738359621532774,0.0022386794223328167
COP,Energy,0.007704584499796511,0.002869303819675441
MU,Information Technology,0.007559965304257923,0.008356837334474454
ETN,Industrials,0.007446427372946907,0.002714505498106701
CVX,Energy,0.007255392251932148,0.007614567421213286
BX,Financials,0.007020063588380245,0.0027219851951060287
MCD,Consumer Discretionary,0.006870044338664225,0.004694074589457679
MCK,Health Care,0.0066731930136250655,0.0022750266498453597
RTX,Industrials,0.006036341430398536,0.005645565438685233
ISRG,Health Care,0.005801664053259955,0.0034903157813978825
CVS,Health Care,0.0057770838442982725,0.001987683813574291
VZ,Communication Services,0.005690720966138691,0.004323187663889748
NKE,Consumer Discretionary,0.005675718100234483,0.0016922495798553374
GD,Industrials,0.005631688666465736,0.0019707061694651576
PEP,Consumer Staples,0.0054911676263429895,0.004371050103068684
SO,Utilities,0.0048740534674051005,0.0021879460646684135
ADP,Industrials,0.004814520228345638,0.0018348511792418245
PGR,Financials,0.004702899028485459,0.002474121840873157
WFC,Financials,0.004593696310783762,0.005061814969968532
EQIX,Real Estate,0.00434006066287423,0.0018464000639995045
MCO,Financials,0.00406466852466093,0.0016778854604070506
ABBV,Health Care,0.0037247586878669213,0.008158277134950672
TXN,Information Technology,0.0036902745745072225,0.003520080165952216
NOC,Industrials,0.0036500530858099827,0.002163817734300678
DHR,Health Care,0.0035134721852726337,0.002771985300675276
KO,Consumer Staples,0.003439832177019083,0.006644868463843263
PANW,Information Technology,0.0034209914870779803,0.002700504391008391
SYK,Health Care,0.0030970400459170403,0.0027973951796197148
BKNG,Consumer Discretionary,0.0030065179104876924,0.002941056413698372
COF,Financials,0.002476628835190553,0.00234082649836461
JNJ,Health Care,0.0023931734393482654,0.01161642410881732
