analysis_start,analysis_end,n_assets_in_returns,n_assets_with_known_entry_date,n_post_start_entrants,post_start_entrant_fraction,mean_not_yet_added_fraction_quarterly,max_not_yet_added_fraction_quarterly
2010-01-05,2026-03-06,468,468,197,0.42094017094017094,0.1996861645299145,0.41452991452991456
