date,portfolio_return,benchmark_return,active_return,portfolio_cum_return,benchmark_cum_return,active_cum_return
2023-07-03,-0.0003075155495028478,0.0011706778016009611,-0.0014781933511038088,-0.00030751554950281257,0.0011706778016009611,-0.0014781933511038088
2023-07-05,-0.0026789619048155034,-0.0019683184132291975,-0.0007106434915863059,-0.002985653631876084,-0.0007999448783010399,-0.0021888368426901147
2023-07-06,-0.008494302381760677,-0.007922511336500904,-0.0005717910452597737,-0.01145459496888035,-0.008716118642435045,-0.0027606278879498884
2023-07-07,-0.0031664433221539855,-0.0028651005386203243,-0.00030134278353366115,-0.014584767965287182,-0.011556246624838229,-0.0030619706714835495
2023-07-10,0.0028970718410325914,0.002405026057131332,0.0004920457839012594,-0.011729949244834836,-0.009179013641962275,-0.00256992488758229
2023-07-11,0.005619677783771519,0.0067422110558885695,-0.0011225332721170505,-0.006176189996239256,-0.002498689433332646,-0.0036924581596993406
2023-07-12,0.005821163563424616,0.007411233485312474,-0.001590069921887858,-0.000390979044981532,0.004894025681182024,-0.005282528081587199
2023-07-13,0.009081209804072102,0.008470153458069118,0.0006110563460029837,0.008686680196354102,0.013405632287798452,-0.004671471735584215
2023-07-14,-0.0025094243707937222,-0.0010244071333035398,-0.0014850172374901824,0.0061554572585744705,0.012367492329152796,-0.006156488973074397
2023-07-17,0.0001443218002565405,0.0038553825145495324,-0.003711060714292992,0.006300667425503947,0.016270556257377056,-0.009867549687367388
2023-07-18,0.002803676601716113,0.007117275205842377,-0.004313598604126265,0.009122009061056202,0.02350363348985529,-0.014181148291493653
2023-07-19,0.007328724117729301,0.002357910335732072,0.004970813781997229,0.016517585866593354,0.025916963285920414,-0.009210334509496425
2023-07-20,-0.0034223812597936848,-0.006756896218903741,0.003334514959110056,0.013038675130472743,0.0189849488357845,-0.005875819550386369
2023-07-21,0.003451365975150426,0.0003240945218980773,0.003127271453252349,0.016535042345329654,0.019315196275598856,-0.0027485480971340204
2023-07-24,0.003698042630633606,0.004034153877153557,-0.00033611124651995077,0.020294232267455747,0.023427270626695584,-0.003084659343653971
2023-07-25,0.0015926552191981897,0.002814673351556163,-0.0012220181323579732,0.021919209201594292,0.026307884092584333,-0.004306677476011944
2023-07-26,0.0032478729570891793,-0.00015543889679858758,0.003403311853887767,0.025238272965490305,0.026148355927305245,-0.0009033656221241774
2023-07-27,-0.008223119092870589,-0.006424666064487883,-0.0017984530283827061,0.016807616548326187,0.019555695407849072,-0.0027018186505068835
2023-07-28,0.007341910946990485,0.009877842794752345,-0.00253593184776186,0.0242729275192457,0.029626706287582127,-0.005237750498268743
2023-07-31,5.221366784786811e-06,0.0014687129405193122,-0.0014634915737345255,0.024278275623887957,0.031138932355011084,-0.006701242072003269
2023-08-01,-0.001959245696127865,-0.002665087639215691,0.0007058419430878257,0.022271462820734556,0.02839085673207764,-0.005995400128915444
2023-08-02,-0.011254368715164328,-0.013839541336347905,0.002585172621183577,0.010766442851159574,0.014158398960411711,-0.003410227507731867
2023-08-03,-0.005347576261520657,-0.0025479738404268204,-0.002799602421093837,0.005361292215427138,0.011574349889811542,-0.006209829928825704
2023-08-04,-0.011619250722182792,-0.005300074155050516,-0.006319176567132276,-0.0063202527052016455,0.006212930822048435,-0.01252900649595798
2023-08-07,0.007172206709154711,0.00902409277936278,-0.001851886070208069,0.0008066238450972207,0.015293089665581183,-0.014380892566166049
2023-08-08,0.00044376582815876253,-0.004218283044793103,0.0046620488729518655,0.001250747625354709,0.011010296039949186,-0.009718843693214184
2023-08-09,-0.006278209418002369,-0.007038730380597102,0.0007605209625947337,-0.005035314248168721,0.003894067154116332,-0.00895832273061945
2023-08-10,-0.0010438940928223263,0.00025071394456976925,-0.0012946080373920955,-0.006073952006191874,0.004145757395622729,-0.010252930768011545
2023-08-11,-0.0008038509612459127,-0.0010696923700230787,0.00026584140877716604,-0.0068729204152790935,0.0030716303405455836,-0.00998708935923438
2023-08-14,0.006175051762106239,0.005750475751703066,0.0004245760104031734,-0.0007403092924941346,0.008839769428040212,-0.009562513348831205
2023-08-15,-0.010581825645809211,-0.011550909428841738,0.0009690837830325268,-0.011314301114446201,-0.002813247376836636,-0.008593429565798678
2023-08-16,-0.006008341279672483,-0.007555395210577687,0.001547053930905204,-0.017254662211682148,-0.010347387391657192,-0.007046375634893474
2023-08-17,-0.006499392709358737,-0.007712913029036983,0.0012135203196782457,-0.023641910095259844,-0.01798049192166462,-0.0058328553152152286
2023-08-18,0.0012039756604523637,-0.00014870682600087726,0.001352682486453241,-0.02246639871912881,-0.01812652492578193,-0.004480172828761987
2023-08-21,0.006742351720520997,0.006879188518795987,-0.00013683679827498994,-0.015875523360665666,-0.011372032189141068,-0.004617009627036977
2023-08-22,0.0003447561422065276,-0.002777466728829614,0.0031222228710361417,-0.015536240402648449,-0.014117913476926147,-0.0014947867560008354
2023-08-23,0.01403787487519183,0.011044879965972587,0.002992994909219242,-0.0017164613262597994,-0.0032289641706761962,0.0014982081532184067
2023-08-24,-0.010063669853974949,-0.013457974663146133,0.003394304809171184,-0.011762857280130157,-0.01664348351582512,0.004892512962389591
2023-08-25,0.00571538083773473,0.006717966037625089,-0.0010025851998903598,-0.006114705651491192,-0.010037327835207166,0.003889927762499231
2023-08-28,0.005911246370881973,0.006264619755036449,-0.00035337338415447617,-0.00023960481220064445,-0.0038355881224149124,0.0035365543783447547
2023-08-29,0.01214596706327039,0.01450830719454621,-0.002362340131275821,0.01190345201891252,0.010617071181379556,0.0011742142470689337
