date,portfolio_return,benchmark_return,active_return,portfolio_cum_return,benchmark_cum_return,active_cum_return
2023-07-03,-0.0021798860816470414,0.0011706778016009611,-0.0033505638832480025,-0.0021798860816469867,0.0011706778016009611,-0.0033505638832480025
2023-07-05,-0.0028040785871337875,-0.0019683184132291975,-0.00083576017390459,-0.004977852096896829,-0.0007999448783010399,-0.0041863240571525925
2023-07-06,-0.006397227284167275,-0.007922511336500904,0.0015252840523336288,-0.011343234929813262,-0.008716118642435045,-0.0026610400048189637
2023-07-07,0.00036848237997690123,-0.0028651005386203243,0.0032335829185972257,-0.010978932332039837,-0.011556246624838229,0.0005725429137782619
2023-07-10,0.003232009706826895,0.002405026057131332,0.0008269836496955629,-0.0077824066410807635,-0.009179013641962275,0.0013995265634738248
2023-07-11,0.010144357135290577,0.0067422110558885695,0.0034021460794020075,0.0022830029818705633,-0.002498689433332646,0.004801672642875832
2023-07-12,0.002294572964774057,0.007411233485312474,-0.0051166605205384165,0.004582814463565343,0.004894025681182024,-0.0003149878776625842
2023-07-13,0.009358826221640512,0.008470153458069118,0.0008886727635713937,0.013984530449376198,0.013405632287798452,0.0005736848859088095
2023-07-14,-0.0023917719982241197,-0.0010244071333035398,-0.0013673648649205799,0.011559310642814902,0.012367492329152796,-0.0007936799790117703
2023-07-17,0.00039543800612358554,0.0038553825145495324,-0.0034599445084259467,0.011959319639691213,0.016270556257377056,-0.004253624487437717
2023-07-18,0.012795240827454032,0.007117275205842377,0.005677965621611655,0.024907582842067733,0.02350363348985529,0.0014243411341739376
2023-07-19,0.003113611541658519,0.002357910335732072,0.000755701205926447,0.02809874692113823,0.025916963285920414,0.0021800423401003846
2023-07-20,0.000536001055447002,-0.006756896218903741,0.007292897274350743,0.02864980893459168,0.0189849488357845,0.009472939614451129
2023-07-21,0.0021438669002828885,0.0003240945218980773,0.0018197723783848112,0.03085509721194879,0.019315196275598856,0.011292711992835939
2023-07-24,0.004182630959480105,0.004034153877153557,0.00014847708232654851,0.03516678365628545,0.023427270626695584,0.011441189075162488
2023-07-25,0.00786743743059005,0.002814673351556163,0.005052764079033887,0.04331089355692641,0.026307884092584333,0.016493953154196377
2023-07-26,-0.005185651728266681,-0.00015543889679858758,-0.005030212831468093,0.03790064661863357,0.026148355927305245,0.011463740322728283
2023-07-27,-0.013603090625345246,-0.006424666064487883,-0.007178424560857363,0.023781990062575753,0.019555695407849072,0.00428531576187092
2023-07-28,0.0027305082980474574,0.009877842794752345,-0.007147334496704887,0.026577435281833317,0.029626706287582127,-0.002862018734833967
2023-07-31,-0.0008859226600302793,0.0014687129405193122,-0.0023546356005495917,0.025667967069641362,0.031138932355011084,-0.005216654335383559
2023-08-01,-0.0037963130106236547,-0.002665087639215691,-0.0011312253714079639,0.021774210421674933,0.02839085673207764,-0.006347879706791523
2023-08-02,-0.009132400601753804,-0.013839541336347905,0.004707140734594101,0.012442959007563426,0.014158398960411711,-0.0016407389721974216
2023-08-03,-0.003701871496555057,-0.0025479738404268204,-0.0011538976561282365,0.00869502527572541,0.011574349889811542,-0.002794636628325658
2023-08-04,-0.008492452274697901,-0.005300074155050516,-0.003192378119647385,0.00012873091384624225,0.006212930822048435,-0.0059870147479730434
2023-08-07,0.009751111945210873,0.00902409277936278,0.0007270191658480928,0.009881098128608823,0.015293089665581183,-0.005259995582124951
2023-08-08,-0.007994749034224173,-0.004218283044793103,-0.0037764659894310697,0.0018073521946639914,0.011010296039949186,-0.00903646157155602
2023-08-09,-0.004395604372863968,-0.007038730380597102,0.0026431260077331344,-0.0025961965834101486,0.003894067154116332,-0.006393335563822886
2023-08-10,0.0014245067889681064,0.00025071394456976925,0.0011737928443983372,-0.001175388094100449,0.004145757395622729,-0.005219542719424548
2023-08-11,-0.0014229498772464983,-0.0010696923700230787,-0.00035325750722341957,-0.0025966654530026334,0.0030716303405455836,-0.005572800226647968
2023-08-14,0.0037545252288944267,0.005750475751703066,-0.001995950522808639,0.0011481105299375738,0.008839769428040212,-0.007568750749456607
2023-08-15,-0.011509871457566183,-0.011550909428841738,4.103797127555549e-05,-0.01037497553224731,-0.002813247376836636,-0.0075277127781810515
2023-08-16,-0.003472196936620985,-0.007555395210577687,0.004083198273956702,-0.013811148510607607,-0.010347387391657192,-0.00344451450422435
2023-08-17,-0.006983524095100185,-0.007712913029036983,0.0007293889339367978,-0.02069822211730299,-0.01798049192166462,-0.002715125570287552
2023-08-18,0.002175716511645611,-0.00014870682600087726,0.0023244233376464884,-0.01856753906927966,-0.01812652492578193,-0.0003907022326410637
2023-08-21,0.004863825195229173,0.006879188518795987,-0.002015363323566814,-0.013794023138389178,-0.011372032189141068,-0.0024060655562078777
2023-08-22,-0.0049329622363523465,-0.002777466728829614,-0.0021554955075227325,-0.0186589399795124,-0.014117913476926147,-0.00456156106373061
2023-08-23,0.011252055573186936,0.011044879965972587,0.00020717560721434866,-0.007616835835911662,-0.0032289641706761962,-0.004354385456516261
2023-08-24,-0.009912836806171681,-0.013457974663146133,0.0035451378569744518,-0.017454168191462616,-0.01664348351582512,-0.0008092475995418093
2023-08-25,0.006417708358841296,0.006717966037625089,-0.000300257678783793,-0.011148475593720342,-0.010037327835207166,-0.0011095052783256024
2023-08-28,0.005169438928780958,0.006264619755036449,-0.0010951808262554914,-0.0060366680286702,-0.0038355881224149124,-0.0022046861045810938
2023-08-29,0.009290527368501344,0.01450830719454621,-0.005217779826044867,0.003197775510296319,0.010617071181379556,-0.0074224659306259605
2023-08-30,-0.0017491783035434734,0.003833182103508026,-0.0055823604070515,0.0014430037272106233,0.014490950452131779,-0.01300482633767746
2023-08-31,-0.002668152530389113,-0.0015969365120942491,-0.0010712160182948637,-0.001228998957224614,0.01287087281216559,-0.014076042355972323
2023-09-01,0.0024124735734884274,0.0017991292600010311,0.0006133443134873962,0.0011805096887578248,0.014693158436044795,-0.013462698042484927
2023-09-05,-0.008759478941088944,-0.004194177587506065,-0.004565301353582879,-0.007589309902089614,0.010437355132736581,-0.018027999396067806
2023-09-06,-0.005623439658698358,-0.006971599351452862,0.0013481596927545038,-0.013170071534502448,0.0033929907230094702,-0.016679839703313302
2023-09-07,-0.000404120431015717,-0.0032112659361860363,0.0028071455051703192,-0.013568869670533057,0.00017082899129294837,-0.013872694198142983
2023-09-08,0.003016693136717401,0.0014266227216406246,0.0015900704150767762,-0.010593109649823629,0.0015976954214540484,-0.012282623783066207
2023-09-11,0.003211824320194332,0.006723453106275201,-0.0035116287860808694,-0.007415308536829035,0.008331890557973454,-0.015794252569147075
2023-09-12,-0.0025985919469488834,-0.005695885604828921,0.0030972936578800374,-0.009994631122730024,0.0025885474576543555,-0.012696958911267037
2023-09-13,-0.0018835570788308163,0.0012416323054647016,-0.0031251893842955177,-0.011859362743359303,0.00383339378726677,-0.015822148295562555
2023-09-14,0.009141209810922733,0.00842991886716793,0.0007112909437548033,-0.002826561855497456,0.012295627853047275,-0.015110857351807751
2023-09-15,-0.011896288125994393,-0.012159612938677844,0.0002633248126834506,-0.014689224387252953,-1.34951611616696e-05,-0.0148475325391243
2023-09-18,-0.002084139276041602,0.0007212876971294246,-0.0028054269731710266,-0.016742749273814472,0.000707782802074064,-0.017652959512295327
2023-09-19,-0.0025047102910972655,-0.002151010615372817,-0.00035369967572444847,-0.019205523828504267,-0.0014447502616193875,-0.018006659188019775
2023-09-20,-0.005976789703229154,-0.0093947947580596,0.003418005054830445,-0.025067526154670117,-0.010825971887494457,-0.01458865413318933
2023-09-21,-0.012901835847360398,-0.01640093410321941,0.0034990982558590136,-0.037645944894483474,-0.02704934993918373,-0.011089555877330317
2023-09-22,-0.00535554508357965,-0.002295598477193961,-0.003059946606385689,-0.042799875422966704,-0.0292828539698482,-0.014149502483716006
2023-09-25,0.0025093192924086983,0.0040230650909416354,-0.0015137457985329372,-0.04039795468366958,-0.025377595706475797,-0.015663248282248944
2023-09-26,-0.014775115128306548,-0.014734533990868215,-4.058113743833289e-05,-0.054576185380576736,-0.039738202650800414,-0.015703829419687277
2023-09-27,-0.0027728253667823007,0.00022931406074522265,-0.0030021394275275234,-0.057197680516113514,-0.039518001118671764,-0.0187059688472148
2023-09-28,0.003088698843347102,0.005893173970516585,-0.002804475127169483,-0.05428564808241865,-0.03385771360371459,-0.021510443974384286
2023-09-29,-0.002188376176123347,-0.002709582086142026,0.0005212059100186792,-0.05635522683957295,-0.03647555543559822,-0.020989238064365607
