Asset,Benchmark_Weight,Portfolio_Weight
NVDA,0.09462085449645044,0.09571731339279278
GOOGL,0.07815941437703526,0.07982303923982972
AAPL,0.0843270991894632,0.07941908173630823
GOOG,0.07810092904076046,0.07768136310510804
MSFT,0.06275946602936626,0.06628025890043883
AMZN,0.04691622704499371,0.04633280240080021
META,0.03493366770407141,0.033813581883212464
TSLA,0.032226852941215155,0.03117213580317354
PG,0.00804300728436008,0.020254718000025266
MA,0.00965648678966536,0.018351645570479976
PM,0.006135196632413225,0.015624751398728745
GE,0.007557086243025192,0.015485978176247809
PEP,0.004816446730587597,0.012197620437133124
CSCO,0.0064862911756663364,0.011931306028349213
MU,0.009831296726728106,0.01119742351578046
AMGN,0.004298217968514701,0.010946407760703516
ATO,0.0006385712938226084,0.010937133338152976
TJX,0.0037123490057532986,0.010785105780925792
PFE,0.0032387828815023246,0.01021555691303405
NFLX,0.0075423443731800635,0.010076349206254739
COST,0.00920814811464499,0.009550174386977715
GS,0.005911345853740743,0.009458350220782613
PNW,0.0002504291971901439,0.008950735814923729
SYY,0.000897172235499963,0.0078159349422631
TMO,0.00410754242378258,0.007543814404308789
AMD,0.006980289491573658,0.007201659575726584
PLTR,0.00683404033454166,0.007198557973511083
SYK,0.0031054775449190757,0.006592040701150389
NI,0.0004645361004628556,0.006453480546373519
AMAT,0.006267572465966245,0.00634222176572428
NUE,0.0008447818768572483,0.006322479828422013
PFG,0.00045024662721575775,0.00570507671003876
LNT,0.0003860593460370103,0.0055099450978472716
GLW,0.0027104911040373185,0.005507345140589322
APH,0.003836140970084951,0.005413079092898351
HON,0.0034119655855832875,0.005375277332246625
GEV,0.004998533584667293,0.005267879510073907
NSC,0.0014775488995114208,0.005165420934112064
ANET,0.0034477023769667187,0.00514555726093571
NEE,0.004028716158653584,0.005068586425050479
MET,0.0010517501563922158,0.005060663353649093
CRWD,0.0020194684518594244,0.004836865235174304
HD,0.007848917133275709,0.00429115707625429
ODFL,0.000876336421186546,0.004262743958659476
CRM,0.003991558767047961,0.004029493096280877
PANW,0.0025625286170403733,0.0039552483506060925
PCAR,0.0013716027734618952,0.003869287762378139
PRU,0.0007483853698892306,0.0038473113507696095
TTWO,0.0008301984254611399,0.003815514066053301
NOW,0.0024241499296272524,0.0037283844389443817
REG,0.0003078245241338535,0.003594506168602437
ADSK,0.0010452049776351693,0.003498653813828075
ITW,0.0017584866272581674,0.003465430007438723
DVA,0.00021434166822155182,0.003415275726631589
HWM,0.0022023417157833332,0.0033753657659711302
PWR,0.0017710824437009711,0.0033508550060523793
CEG,0.0024639918251679028,0.0032720356317819457
MDLZ,0.0016257550409707177,0.0032419510074080306
ADM,0.0006819366223022282,0.003217074596130445
TRGP,0.0010458736068064143,0.003192791145504427
FANG,0.001005670878809327,0.0031843565536294255
SJM,0.00026015208645026783,0.003065105972210868
CTSH,0.0006591283261045431,0.00303862658299086
GRMN,0.001028306722749736,0.0029934436053796597
QCOM,0.003268504593254045,0.002973125899134286
STE,0.0005254531599301168,0.002949090693976223
SWKS,0.0001884164244666568,0.0029347539268294188
ABNB,0.0017260475225238515,0.0028750473508664396
HAL,0.0006317384219963223,0.002824861611590383
NDAQ,0.0010632743236855876,0.0027010509981093157
IR,0.0007850839506715775,0.002619786892730297
HLT,0.001552832790365152,0.0026154119805449805
ADI,0.0036471181430416306,0.002498599798432281
TROW,0.00044249015000258883,0.0024967966884560486
TXN,0.004061030767150246,0.0024823110919782224
SBUX,0.0023488026713939128,0.0024746618100622286
FOXA,0.0005080689736717108,0.0024571284272573188
PSX,0.0012950866625851328,0.002401008233207252
AMP,0.0009510022217981488,0.00235340558201424
MDT,0.002615957477494002,0.002308866723376074
SWK,0.0002853574087561983,0.0022352455386091263
GNRC,0.0002890767553803552,0.0021192897242307118
MAA,0.0003427820947711665,0.0020431699403924263
MCHP,0.0008527495499701165,0.002000695033783727
DAY,0.00023500193078629915,0.00198837361495334
CMG,0.0010575610139798635,0.001974369844425863
MLM,0.0008600446334505142,0.0019666859935532303
TT,0.002130685435218199,0.0019196138553945424
REGN,0.0017128541930178955,0.0018704829518674361
PPG,0.0005800853548689253,0.0018381160180083972
ZTS,0.0012020019621714693,0.001729019816143785
SLB,0.001618409246367237,0.0017176040617123709
FCX,0.0020657357652535415,0.0017133631800191388
CSGP,0.00040088959443535595,0.0016879766952870082
TKO,0.0003864076513823969,0.0016790162768896108
NDSN,0.00034335959028573344,0.0016604613077233058
CLX,0.00032534590593493,0.0016024345737337712
DLR,0.00129681497342515,0.0015979781311750473
GPN,0.00045820818744282134,0.0015918580941129909
