Asset,Benchmark_Weight,Portfolio_Weight
NVDA,0.09462085449645044,0.09208503641444035
MSFT,0.06275946602936626,0.08845602220814161
AAPL,0.0843270991894632,0.08546893683562372
GOOGL,0.07815941437703526,0.07963202316214449
GOOG,0.07810092904076046,0.07932064614190922
AMZN,0.04691622704499371,0.046111136180528534
COST,0.00920814811464499,0.04424757366414535
SYY,0.000897172235499963,0.03126435322701716
META,0.03493366770407141,0.029962428056497643
TSLA,0.032226852941215155,0.02932167175116396
SYK,0.0031054775449190757,0.02331409402357475
PEG,0.0009007469822408974,0.02136511419706743
GE,0.007557086243025192,0.018942687869675102
PFG,0.00045024662721575775,0.016113740150434694
ADM,0.0006819366223022282,0.014391071886508872
MCO,0.001786891399555424,0.014072449193561327
TEL,0.0014548358265771143,0.012420016528557381
QCOM,0.003268504593254045,0.01225975872831119
OKE,0.0011122001397258167,0.012103360804669472
MNST,0.00177971590478464,0.012002712765651041
TMO,0.00410754242378258,0.011268804500769444
CMI,0.0017079926407666045,0.009697594448689902
GS,0.005911345853740743,0.00969467848153076
TAP,0.00019936066400568747,0.009027222635209957
PWR,0.0017710824437009711,0.008200616524068673
STLD,0.0005956967181470187,0.008145382300164053
NDSN,0.00034335959028573344,0.008112134247411149
ROK,0.000972033390166363,0.008005347881810194
AMP,0.0009510022217981488,0.0075643104410941684
HLT,0.001552832790365152,0.007473288567425883
MS,0.005929393847739337,0.007366624069976673
SRE,0.0013060693659513918,0.007260880980488625
DHR,0.0031108541293236487,0.007114381274131981
DLR,0.00129681497342515,0.007045101948733541
CPAY,0.0004959336899918468,0.006598309974926158
AMD,0.006980289491573658,0.006285133815333775
AMAT,0.006267572465966245,0.006239580604110631
RMD,0.0007887057924623021,0.0062095654323324
MU,0.009831296726728106,0.006161474222940025
ABNB,0.0017260475225238515,0.00600616042752457
ADI,0.0036471181430416306,0.005844770423288751
STZ,0.0005699902253020955,0.005796465992446765
NWS,0.00031388045678407535,0.005548244719078077
PPG,0.0005800853548689253,0.00548513654170177
ANET,0.0034477023769667187,0.005230033773337958
TRGP,0.0010458736068064143,0.004916858585180296
PCG,0.0008722707494476153,0.004833046865508774
NTAP,0.0004159847632508946,0.004727292272755443
SOLV,0.00028050999793439194,0.004397655910764159
TT,0.002130685435218199,0.004337162391938061
AES,0.0002432400775717744,0.0038448666155566987
GEV,0.004998533584667293,0.003417685755112694
TPR,0.0006903784315013758,0.0031498412171755987
MLM,0.0008600446334505142,0.0029367453347411525
AXP,0.004855267515907933,0.0025704520916989657
STT,0.0007765682702608758,0.0025651188200890244
MRNA,0.00042470100658387487,0.002180987887375291
A,0.0007208701085735243,0.002125799207076094
APH,0.003836140970084951,0.0020993160988305184
DLTR,0.0005442799872384047,0.0014696505942142157
FCX,0.0020657357652535415,0.0013438999104335883
PODD,0.00037214572916991124,0.0012643097119573374
RVTY,0.00024156648136455734,0.0011342325036784013
PRU,0.0007483853698892306,0.0009213893801554298
HWM,0.0022023417157833332,0.0008071813095702799
SLB,0.001618409246367237,0.0007054494522726949
NXPI,0.0012306775955777572,1.4980065766252272e-05
MTD,0.0005913799445566927,1.4704491964334654e-18
APO,0.0013957200881915927,7.900253181112877e-19
FTV,0.00039923222750946517,4.985997553113518e-19
PNR,0.0003460959246046249,4.579421738431453e-19
MPWR,0.0012082785183410466,4.443896466870766e-19
ZBRA,0.00025027560017218083,4.376133831090421e-19
MGM,0.00021627897948819764,4.308371195310078e-19
SYF,0.0005600814526553223,3.1719500693408767e-19
GEHC,0.0008039330770985046,3.021343404928106e-19
TROW,0.00044249015000258883,1.1235273136339086e-19
SPG,0.0016062743931722888,9.880020420732204e-20
TER,0.0011124455161278318,7.169514989518443e-20
TXT,0.000361070062586082,6.491888631715003e-20
DAL,0.00096800766742762,1.748504127090921e-20
NCLH,0.0002394266054207744,1.748504127090921e-20
HUBB,0.0005857533345130139,0.0
PH,0.0026927585693850343,0.0
IDXX,0.0011111030919663519,0.0
ALGN,0.0002882739871093419,0.0
IR,0.0007850839506715775,0.0
SWK,0.0002853574087561983,0.0
MCHP,0.0008527495499701165,0.0
C,0.004369901972308414,0.0
CEG,0.0024639918251679028,0.0
NRG,0.000822911090709227,0.0
NTRS,0.0005867003582793171,0.0
PLD,0.002787450442183405,0.0
APTV,0.00034991103259830503,0.0
RCL,0.0018282802856895502,0.0
RL,0.00048290222281423744,0.0
HST,0.0002972300966374147,0.0
TGT,0.001096401343315377,0.0
NWSA,0.0002971854768758904,0.0
TOTAL,0.672311023644718,1.0000000000000002
