Asset,Benchmark_Weight,Portfolio_Weight
NVDA,0.09462085449645044,0.09945894859260594
AAPL,0.0843270991894632,0.0956716641424032
GOOG,0.07810092904076046,0.08329561463751282
GOOGL,0.07815941437703526,0.08174274487308147
MSFT,0.06275946602936626,0.07356455854993119
AMZN,0.04691622704499371,0.06234657388426304
META,0.03493366770407141,0.03755555893179517
NI,0.0004645361004628556,0.02291332013598564
MA,0.00965648678966536,0.022602363829671842
PEG,0.0009007469822408974,0.02042731948216214
AMGN,0.004298217968514701,0.019347137818761934
PSA,0.0011213036042405733,0.01929675712657948
ITW,0.0017584866272581674,0.018934424846084392
GE,0.007557086243025192,0.017818226474369668
NDAQ,0.0010632743236855876,0.015160954475232094
QCOM,0.003268504593254045,0.01514215719054747
AFL,0.0012555795121150207,0.01463048884088167
HLT,0.001552832790365152,0.01348433145110896
GS,0.005911345853740743,0.013243128027619159
CSCO,0.0064862911756663364,0.013053012807184577
PANW,0.0025625286170403733,0.012922574518728911
MAA,0.0003427820947711665,0.012872224874929224
MS,0.005929393847739337,0.010819335189086994
TEL,0.0014548358265771143,0.010772031432504166
AIZ,0.00024335348882284608,0.01057964503319637
AME,0.001146609832210771,0.010255695522995574
REG,0.0003078245241338535,0.01008308690402598
PH,0.0026927585693850343,0.009972640570592786
MU,0.009831296726728106,0.009890845532923406
AMD,0.006980289491573658,0.009698523870345028
ADSK,0.0010452049776351693,0.009293088589246306
AMAT,0.006267572465966245,0.008583262323637162
CINF,0.0005417690117729428,0.007602177291421326
AXP,0.004855267515907933,0.007476323014469422
OTIS,0.0007492162918737383,0.007409165327386974
MDT,0.002615957477494002,0.0073622352683338785
ADI,0.0036471181430416306,0.007138762401602137
APH,0.003836140970084951,0.00670103368659657
ZTS,0.0012020019621714693,0.006556255522743046
SRE,0.0013060693659513918,0.006517755963908801
HIG,0.0008270116317263388,0.006373845241089938
GEHC,0.0008039330770985046,0.0055680661635235384
SLB,0.001618409246367237,0.005497961731977374
TRGP,0.0010458736068064143,0.005277401290036484
REGN,0.0017128541930178955,0.005241287001539382
AMCR,0.0004685114564664481,0.004268683502786881
SMCI,0.0004064252430163228,0.003995469640392094
C,0.004369901972308414,0.003778831670654096
MCHP,0.0008527495499701165,0.0028969764539395954
NWS,0.00031388045678407535,0.0025593674828789602
PTC,0.00039317478816203795,0.0025365318809182176
NOW,0.0024241499296272524,0.001833823168291426
NXPI,0.0012306775955777572,0.0015736114132807457
APO,0.0013957200881915927,0.0013811491433128099
PPG,0.0005800853548689253,0.001313060059372806
TROW,0.00044249015000258883,0.0011666191942937868
AIG,0.0009113108237840675,0.000960459618949617
TTD,0.00024614535569587783,0.0005806853662779621
A,0.0007208701085735243,0.0005698254760154263
PCG,0.0008722707494476153,0.00023679477077416292
MPWR,0.0012082785183410466,0.00016763552899378196
DLTR,0.0005442799872384047,2.596524424513712e-05
MCO,0.001786891399555424,5.008605754203343e-19
STE,0.0005254531599301168,3.01748250534216e-19
NWSA,0.0002971854768758904,2.9646314878806816e-19
SWK,0.0002853574087561983,1.9423464851427755e-19
DOC,0.0002558152522628648,9.507221140416667e-20
PNR,0.0003460959246046249,9.428476073827006e-20
FTV,0.00039923222750946517,6.457902530301186e-20
TXT,0.000361070062586082,4.086210277989145e-20
CTSH,0.0006591283261045431,1.0166012616114646e-20
IEX,0.0003316806851893715,0.0
NDSN,0.00034335959028573344,0.0
TT,0.002130685435218199,0.0
SPG,0.0016062743931722888,0.0
TOTAL,0.6153875748723804,1.0
