Asset,Benchmark_Weight,Portfolio_Weight
MSFT,0.06275946602936626,0.1
AAPL,0.0843270991894632,0.09301697506745557
GOOG,0.07810092904076046,0.08673610466768102
NVDA,0.09462085449645044,0.08309657691981642
GOOGL,0.07815941437703526,0.08231824035661918
CSCO,0.0064862911756663364,0.06609146995845942
NWSA,0.0002971854768758904,0.037433999137949626
NDAQ,0.0010632743236855876,0.03708364346194539
MCO,0.001786891399555424,0.032462470812939445
FTV,0.00039923222750946517,0.0323066295171613
AMZN,0.04691622704499371,0.031499239598205366
HLT,0.001552832790365152,0.03121713168722939
META,0.03493366770407141,0.030107669982967294
GE,0.007557086243025192,0.025803741812876816
TSLA,0.032226852941215155,0.025744213181942168
TEL,0.0014548358265771143,0.02353772252844203
QCOM,0.003268504593254045,0.018830343087303344
PFG,0.00045024662721575775,0.01696850092537458
CMI,0.0017079926407666045,0.016183671453193747
ADSK,0.0010452049776351693,0.013238379838051414
PANW,0.0025625286170403733,0.012258468055063275
CPAY,0.0004959336899918468,0.012189826588274296
PWR,0.0017710824437009711,0.011996006618758114
TXN,0.004061030767150246,0.011908881704801066
GEHC,0.0008039330770985046,0.011148858169718294
TT,0.002130685435218199,0.010471401636966225
GLW,0.0027104911040373185,0.008341903107775361
PRU,0.0007483853698892306,0.007988748927157232
MET,0.0010517501563922158,0.006181125925086264
AMAT,0.006267572465966245,0.005775879637716465
STT,0.0007765682702608758,0.0050464891030995345
AMP,0.0009510022217981488,0.003424476697689418
PLTR,0.00683404033454166,0.003366178946925932
MU,0.009831296726728106,0.002181739901608025
HST,0.0002972300966374147,0.001241520579824302
FCX,0.0020657357652535415,0.0010602554295774996
NTAP,0.0004159847632508946,0.0010416792233580168
RJF,0.0006627952827144453,0.00029578445998139585
HWM,0.0022023417157833332,0.00021040077328637668
PNR,0.0003460959246046249,0.00019365051771932343
TER,0.0011124455161278318,5.0959481227423045e-18
TROW,0.00044249015000258883,3.736284234451518e-18
NTRS,0.0005867003582793171,1.837095083226594e-18
MPWR,0.0012082785183410466,1.5699774535492847e-18
DELL,0.0017109213157458826,1.461557236300734e-18
C,0.004369901972308414,1.208596636363903e-18
PH,0.0026927585693850343,1.1016542964480027e-18
ON,0.0005764906336278971,8.529923561926423e-19
NXPI,0.0012306775955777572,7.799979650532271e-19
GEV,0.004998533584667293,4.801483017252048e-19
DAL,0.00096800766742762,4.044601181273674e-19
ABNB,0.0017260475225238515,3.3954083248099096e-19
GS,0.005911345853740743,1.571264975291117e-19
AXP,0.004855267515907933,1.3233505183210473e-19
CFG,0.000576509058382294,1.1138671837737947e-19
HBAN,0.0007483576466606522,7.696061883215785e-20
RL,0.00048290222281423744,5.154963041452884e-20
APH,0.003836140970084951,0.0
ADI,0.0036471181430416306,0.0
IR,0.0007850839506715775,0.0
ANET,0.0034477023769667187,0.0
SYF,0.0005600814526553223,0.0
HPE,0.0005845949426530453,0.0
MCHP,0.0008527495499701165,0.0
AMD,0.006980289491573658,0.0
HUBB,0.0005857533345130139,0.0
ZBRA,0.00025027560017218083,0.0
APO,0.0013957200881915927,0.0
MS,0.005929393847739337,0.0
RCL,0.0018282802856895502,0.0
CRWD,0.0020194684518594244,0.0
ROK,0.000972033390166363,0.0
SWKS,0.0001884164244666568,0.0
NOW,0.0024241499296272524,0.0
COIN,0.0010262736285893213,0.0
TOTAL,0.6576117349136978,0.9999999999999999
