Strategy,K,Mean_Corr_in,TE_in (%),Std_TE_in,Mean_Corr_out,TE_out (%),Std_TE_out,Consistency,Return_in (%),Return_out (%),Sharpe_in,Sharpe_out
S-Strategy (Stratified Sampling),50,0.6524133619244593,0.1378461109354637,0.0005904441197708013,0.457559036840586,0.13876154697355156,0.00034975512799184405,0.0009154360380878579,7.992270787925149,48.27812176584381,0.2607602934811134,2.3513057266797737
Clustering (Data-Driven),50,0.6229375781151417,0.14258391810040769,0.0007126416800361584,0.44507168061886154,0.16392216669206885,0.0005598889313348159,0.02133824859166117,7.472053958967262,45.47067770202773,0.252420176163513,2.2354502046845406
Correlation Ranking (Baseline),50,0.7175610724969546,0.138465110106714,0.0002950318652067132,0.5296304894623671,0.14091854967022077,0.0003366383327586102,0.0024534395635067707,6.180325424888222,54.101610416109544,0.2322637336573787,2.501201278419685
